sentence_id,clause_index,clause_text,clause_type,function,claim_type,claim_strength,evidence_support,risk_words,issue,recommended_action
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3.S1,2,:  it asks whether fixed output positions repeat too often across restarts under the evaluated implementation and warmup setting.,colon_clause,BOUNDARY,method,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3.S3,1,"The 1000-row restart body follows the restart input shape used by the local {ea\_restart} flow, not an argument",main_clause,BG,descriptive,low,None,,none,KEEP
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P3.S3,2,that  1000 rows alone is sufficient for certification.,relative_clause,BG,descriptive,none,None,,none,KEEP
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S4,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S4,2,": warmup reports the cutoff, maximum count, and resulting diagnostic outcome to keep the table compact",colon_clause,RESULT,measurement,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S4,3,;  the diagnostic still inspects many fixed positions jointly and is not a collection of independent single-position claims.,appositive_or_coordinate_clause,BG,descriptive,low,None,many,colon_sentence_split_check;risk_word,SPLIT_SENTENCE;REPLACE_RISK_VERB
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S6,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S6,2,: warmup displays the MSB-route cutoff,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S6,3,;  the LSB route was also checked in the archived restart runs.,appositive_or_coordinate_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S7,1,Overall $p_1$ and fixed-position diagnostic outcome can therefore disagree,main_clause,NEED,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S7,2,:  a dataset can remain close to $p_1=0.5$ overall,colon_clause,GAP,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S7,3,while  one or more fixed startup positions repeat too often across restarts.,subordinate_clause,BG,descriptive,low,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P5.S2,1,This empirical threshold is not a standards definition,main_clause,BG,descriptive,none,None,,multi_claim_sentence,SPLIT_SENTENCE
EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P5.S2,2,;  it is used only to test whether the selected captures support a simple persistent pairwise hard-locking explanation.,appositive_or_coordinate_clause,BG,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1.S1,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1.S1,2,: placement summarizes representative 10 MiB continuous-stream captures from the placement study.,colon_clause,SETUP,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2.S1,1,The table also shows why balance alone is insufficient.,main_clause,GAP,measurement,medium,None,,implication_without_evidence,ADD_EVIDENCE_ANCHOR
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2.S3,1,This motivates the restart and mechanism measurements,main_clause,NEED,measurement,none,Experiment setup,,none,KEEP
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2.S3,2,:  a single continuous-stream statistic cannot define the physical entropy-source boundary.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P3.S2,1,Artifact IDs preserve traceability to the experiment logs.} tab,main_clause,SETUP,descriptive,low,Experiment setup,,none,KEEP
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P3.S2,2,: placement {tabular}{llrrrrrl} Paper condition & Artifact ID & Bytes & $p_1$ & Abs. bias & Bit min-H & Adjacent equal & Reading \\ {} & compact & 10 MiB & 0.499948 & 0.000052 & 0.999850 & 0.499939 & near-balanced reference \\ {} & random3 & 10 MiB & 0.499969 & 0.000031 & 0.999909 & 0.500072 & near-balanced stream \\ {} & same\_column & 10 MiB & 0.499930 & 0.000070 & 0.999799 & 0.505980 & balanced $p_1$ with structural warning \\ {} & far & 10 MiB & 0.491508 & 0.008492 & 0.975703 & 0.500726 & biased stream \\ {} & sparse & 10 MiB & 0.464350 & 0.035650 & 0.900637 & 0.506596 & stronger bias and structure \\ {} & random1 & 10 MiB & 0.337316 & 0.162684 & 0.593606 & 0.556740 & poor placement \\ {tabular} {table*},colon_clause,SETUP,limitation,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4.S1,1,Available repeats support placement-level consistency for the current dataset.,main_clause,SETUP,descriptive,medium,None,,implication_without_evidence,ADD_EVIDENCE_ANCHOR
PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4.S3,1,"The continuous-stream placement matrix itself remains primary-board evidence rather than a cross-board placement ranking, but it supports treating the placement differences as measured implementation behavior in the evaluated experiment.",main_clause,SETUP,method,medium,Experiment setup,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P2.S1,1,Table tab,main_clause,RESULT,descriptive,none,Table,,multi_claim_sentence,SPLIT_SENTENCE
RESTART_AND_WARMUP_CHARACTERIZATION.P2.S1,2,": sp800summary shows non-IID entropy-assessment summaries for selected bit-symbol inputs. {} has a higher non-IID $H_ {original}$ than {} in the 8,000,000-symbol summary, consistent with its strong continuous-stream balance.",colon_clause,RESULT,comparative,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
RESTART_AND_WARMUP_CHARACTERIZATION.P2.S3,1,The relevant measurement question is therefore not simply,main_clause,NEED,measurement,none,Experiment setup,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P2.S3,2,"which  continuous stream looks best, but whether the implemented source remains stable under repeated startup measurements.",relative_clause,BOUNDARY,method,low,Experiment setup,,hidden_boundary,ADD_BOUNDARY
RESTART_AND_WARMUP_CHARACTERIZATION.P3.S1,1,{table}[t] {Selected non-IID entropy-assessment summaries.} tab,main_clause,RESULT,descriptive,none,None,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P3.S1,2,": sp800summary {tabular}{llcc} Paper condition & Artifact ID & Symbols & $H_ {original}$ \\ reference & original\_fpga1\_run01 & 8,000,000 & 0.877727 \\ {} & random1\_run01 & 8,000,000 & 0.389520 \\ {} & random3\_run01 & 8,000,000 & 0.902345 \\ {tabular} {table}",colon_clause,RESULT,limitation,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
RESTART_AND_WARMUP_CHARACTERIZATION.P4.S1,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P4.S1,2,: warmup gives the {} restart warmup transition.,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
RESTART_AND_WARMUP_CHARACTERIZATION.P4.S2,1,"Under the evaluated board, placement, and auto-stream restart protocol, no-warmup, warmup 8, and warmup 10 trigger fixed-position diagnostic flags",main_clause,SETUP,method,low,None,,hidden_boundary,ADD_BOUNDARY
RESTART_AND_WARMUP_CHARACTERIZATION.P4.S2,2,"while  warmup settings 11, 12, and 16 do not.",subordinate_clause,BG,descriptive,low,None,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P5.S1,1,{table}[t] { {} restart warmup transition. ``Flag'' means at least one fixed bit position exceeds the displayed MSB-route cutoff $X_ {cutoff}=605$,main_clause,RESULT,descriptive,low,None,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P5.S1,2,;  archived LSB-route checks use $X_ {cutoff}=632$.} tab,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
RESTART_AND_WARMUP_CHARACTERIZATION.P5.S1,3,: warmup {tabular}{rrrrrl} Warmup & Overall $p_1$ & Route & Cutoff & Worst $x$ & Diagnostic outcome \\ 0 & 0.497933 & MSB & 605 & 685 & flag \\ 8 & 0.374385 & MSB & 605 & 721 & flag \\ 10 & 0.415017 & MSB & 605 & 650 & flag \\ 11 & 0.469088 & MSB & 605 & 583 & no flag \\ 12 & 0.499478 & MSB & 605 & 562 & no flag \\ 16 & 0.499126 & MSB & 605 & 549 & no flag \\ {tabular} {table},colon_clause,RESULT,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
RESTART_AND_WARMUP_CHARACTERIZATION.P6.S2,1,"Thus, the restart result does not merely add another performance number",main_clause,RESULT,measurement,low,None,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P6.S2,2,;  it identifies a measurement mode in,appositive_or_coordinate_clause,SETUP,measurement,none,Experiment setup,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P6.S2,3,which  the physical sampling boundary matters.,relative_clause,BG,descriptive,none,None,,none,KEEP
RESTART_AND_WARMUP_CHARACTERIZATION.P6.S3,1,"The repeated warmup-10 flagged outcomes and warmup-11 no-flag outcomes support a narrow measured transition, but they should not be generalized as a universal warmup threshold across boards, placements, PVT conditions, or tool runs.",main_clause,RESULT,measurement,very_high,None,universal,implication_without_evidence;risk_word,ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
SAMPLER_SIDE_COUNTERFACTUALS.P1.S1,1,The central evidence for the entropy-boundary claim is the sampler-side counterfactual loop in Table tab,main_clause,RESULT,descriptive,low,Table,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P1.S1,2,: samplero.,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P1.S4,1,The sample-RO locks are defined by explicit LOC/BEL constraints,main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P1.S4,2,:  {} uses the compact sample-RO placement and {} uses the restart-oriented sample-RO placement from the baseline restart constraint set.,colon_clause,SETUP,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P2.S2,1,Rows are representative run-level measurements,main_clause,BG,measurement,none,Experiment setup,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P2.S2,2,;  archive identifiers are omitted from the main table and retained in the experiment logs.} tab,appositive_or_coordinate_clause,SETUP,descriptive,low,Experiment setup,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P2.S2,3,: samplero {tabular}{llllrrrL{0.22 }} Direction & RTL configuration & Sample-RO lock & Warmup & $p_1$ & Min-H & Worst $x$ & Outcome \\ baseline & compact diagnostic & {} & 4 & 0.498297 & 0.995095 & 555 & no diagnostic flag \\ baseline & compact diagnostic & {} & 5 & 0.498316 & 0.995149 & 549 & no diagnostic flag \\ baseline & compact diagnostic & {} & 11 & 0.498148 & 0.994666 & 548 & no diagnostic flag \\ forward & compact diagnostic & {} & 4 & 0.376651 & 0.681888 & 884 & diagnostic flag with bias \\ forward & compact diagnostic & {} & 4 & 0.378757 & 0.686770 & 752 & reproduced diagnostic flag \\ forward & compact diagnostic & {} & 5 & 0.373430 & 0.674452 & 757 & diagnostic flag with bias \\ forward & compact diagnostic & {} & 5 & 0.373541 & 0.674708 & 792 & reproduced diagnostic flag \\ forward & compact diagnostic & {} & 5 & 0.371751 & 0.670592 & 745 & reproduced diagnostic flag \\ forward & compact diagnostic & {} & 11 & 0.464819 & 0.901901 & 576 & residual bias \\ reverse & baseline restart & {} & 4 & 0.499419 & 0.998325 & 552 & near-balanced behavior restored \\ reverse & baseline restart & {} & 4 & 0.499754 & 0.999290 & 552 & reproduced restoration \\ reverse & baseline restart & {} & 4 & 0.499432 & 0.998362 & 560 & reproduced restoration \\ {tabular} {table*},colon_clause,RESULT,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P3.S2,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P3.S2,2,: samplero lists representative run-level measurements,colon_clause,BG,measurement,none,Experiment setup,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P3.S2,3,;  this table summarizes all currently archived repeats for the listed condition and warmup.,appositive_or_coordinate_clause,RESULT,limitation,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P3.S3,1,Min-H is the bit min-entropy computed from each row's overall $p_1$ when the source summary did not store it explicitly.} tab,main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P3.S3,2,: counterrepeat {tabular}{llrrrrrL{0.23 }} Case & Warmup & $n$ & Mean $p_1$ & Std. $p_1$ & Min.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P3.S4,1,Min-H & Max worst $x$ & Repeat coverage \\ compact baseline & 4 & 3 & 0.498812 & 0.000450 & 0.995095 & 562 & three independent captures \\ compact baseline & 5 & 2 & 0.498796 & 0.000679 & 0.995149 & 549 & two independent captures \\ compact baseline & 11 & 2 & 0.498287 & 0.000196 & 0.994666 & 548 & two independent captures \\ forward fail & 4 & 3 & 0.377401 & 0.001176 & 0.681888 & 884 & three archived implementation repeats \\ forward fail & 5 & 3 & 0.372907 & 0.001003 & 0.670592 & 792 & three independent captures \\ forward fail & 11 & 2 & 0.462977 & 0.002605 & 0.892004 & 588 & two independent captures \\ reverse repair & 4 & 3 & 0.499535 & 0.000190 & 0.998325 & 560 & three independent captures \\ {tabular} {table*},main_clause,RESULT,method,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P4.S2,1,Each row summarizes three 1000-row restart artifacts on the same second board,main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P4.S2,2,";  these are capture repeats under the listed condition, not additional boards or PVT points.} tab",appositive_or_coordinate_clause,BOUNDARY,limitation,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P4.S2,3,: board2counter {tabular}{llrrrrrl} Condition & Warmup & $n$ & Mean $p_1$ & Std. $p_1$ & Min.,colon_clause,BOUNDARY,limitation,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P4.S3,1,"Min-H & Max worst $x$ & Reading \\ {} compact baseline & 4 & 3 & 0.494077 & 0.000501 & 0.981366 & 556 & compact reference \\ {} compact baseline & 5 & 3 & 0.522394 & 0.001229 & 0.933152 & 576 & compact reference, high-side \\ {} compact baseline & 11 & 3 & 0.490700 & 0.000272 & 0.972532 & 562 & compact reference \\ {} forward lock & 4 & 3 & 0.450792 & 0.001106 & 0.861432 & 719 & repeated biased shift \\ {} forward lock & 5 & 3 & 0.445222 & 0.000603 & 0.848214 & 666 & repeated biased shift \\ {} forward lock & 11 & 3 & 0.411363 & 0.000294 & 0.763719 & 663 & stronger biased shift \\ {} reverse lock & 4 & 3 & 0.498300 & 0.000544 & 0.993649 & 573 & reverse near balance \\ {tabular} {table*}",main_clause,RESULT,descriptive,low,None,high,risk_word,REPLACE_RISK_VERB
SAMPLER_SIDE_COUNTERFACTUALS.P5.S1,1,The forward direction on the primary board shows,main_clause,RESULT,measurement,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P5.S1,2,that  a compact diagnostic configuration,relative_clause,BG,descriptive,none,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P5.S1,3,that  is near balanced with {} becomes biased when {} is imposed.,relative_clause,BG,descriptive,low,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P5.S2,1,The reverse direction prevents the result from being read as a one-way artifact of the diagnostic configuration,main_clause,RESULT,measurement,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P5.S2,2,:  the baseline restart configuration is restored near balance when {} is imposed.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P5.S3,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P5.S3,2,": samplero is run-level counterfactual diagnostic evidence rather than a balanced statistical repeatability study, and Table tab",colon_clause,RESULT,descriptive,low,Table,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P5.S3,3,: counterrepeat makes the uneven archived repeat coverage explicit.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P5.S4,1,"Where same-condition repeats are currently available, the sign of the effect is stable",main_clause,BOUNDARY,limitation,low,None,,hidden_boundary,ADD_BOUNDARY
SAMPLER_SIDE_COUNTERFACTUALS.P5.S4,2,":  the three-row forward warmup-4 and warmup-5 groups remain biased, the three-row reverse warmup-4 group remains near balanced, and the three-row compact-baseline warmup-4 group remains near balanced.",colon_clause,GAP,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P6.S1,1,The second-board repeat check in Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P6.S1,2,: board2counter reproduces the direction of the sampler-lock effect without reproducing the exact primary-board magnitudes.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P6.S5,1,"The compact reference itself is warmup-dependent on the second board, so the evidence is read as a same-warmup directional perturbation rather than as a universal absolute threshold.",main_clause,BG,descriptive,very_high,None,universal,implication_without_evidence;risk_word,ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
SAMPLER_SIDE_COUNTERFACTUALS.P6.S7,1,This supports the boundary claim across a second physical board,main_clause,BG,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P6.S7,2,while  also showing,subordinate_clause,BG,measurement,none,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P6.S7,3,"that  the signed magnitude and diagnostic margin are board-specific measurements, not universal constants.",relative_clause,BG,measurement,very_high,Experiment setup,universal,multi_claim_sentence;relative_clause_overclaim;risk_word,SPLIT_SENTENCE;WEAKEN_CLAIM;REPLACE_RISK_VERB
SAMPLER_SIDE_COUNTERFACTUALS.P7.S2,1,"The implemented perturbation should therefore be interpreted as a sampler-centered physical perturbation with entropy-source-local routed-network residuals, not as a claim",main_clause,NEED,method,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P7.S2,2,that  only three LUT delays changed.,relative_clause,BG,causal/generalization,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P7.S3,1,"Because Vivado may still alter surrounding routes, delays, and neighborhood implementation, the result is evidence",main_clause,RESULT,method,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P7.S3,2,that  sampler-side physical implementation and local routed context reshape restart behavior rather than proof,relative_clause,BG,method,low,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P7.S3,3,that  no other physical element changed.,relative_clause,BG,causal/generalization,none,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P7.S4,1,We therefore separate two uses of the counterfactuals,main_clause,NEED,descriptive,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P7.S4,2,:  the same-RTL forward comparisons provide the strongest implementation-locality evidence,colon_clause,BG,method,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P7.S4,3,while  the reverse repair rows provide behavior-level bidirectional evidence but are not used as a clean locality proof.,subordinate_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P8.S2,1,The behavioral split persisted,main_clause,BG,descriptive,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P8.S2,2,":  the compact-lock build remained near balanced ($p_1=0.496761$, Min-H 0.990684, worst $x=560$)",parenthetical_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P8.S2,3,"while  the restart-oriented sample-RO lock remained biased ($p_1=0.375294$, Min-H 0.678751, worst $x=796$).",subordinate_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P8.S3,1,This directive-controlled check reduces the chance,main_clause,RESULT,comparative,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P8.S3,2,that  the forward counterfactual is only one default implementation accident,relative_clause,BG,method,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P8.S3,3,while  retaining the same route-residual limitation discussed below.,subordinate_clause,BOUNDARY,limitation,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P9.S1,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P9.S1,2,: implsummary adds implementation traceability for representative warmup-4 locked variants.,colon_clause,BG,method,low,Experiment setup,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P9.S5,1,The resource and power numbers are not used as causal proof,main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P9.S5,2,;  they document,appositive_or_coordinate_clause,BG,descriptive,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P9.S5,3,"that  the compared implementations are small, routed, and reproducible enough for the counterfactual result to be audited.",relative_clause,RESULT,comparative,low,None,small,risk_word,REPLACE_RISK_VERB
SAMPLER_SIDE_COUNTERFACTUALS.P10.S1,1,{table*}[t] {Implementation traceability for representative sampler-side counterfactual bitstreams.} tab,main_clause,RESULT,method,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P10.S1,2,": implsummary {tabular}{llllrrrrll} Variant & RTL configuration & Sample lock & Warmup & WNS & LUT & FF & Power & Routed & Intended constraint change \\ baseline & compact diagnostic & {} & 4 & 0.712 & 350 & 364 & 0.225 W & yes, 0 errors & compact sample-RO lock \\ forward & compact diagnostic & {} & 4 & 0.638 & 350 & 364 & 0.224 W & yes, 0 errors & 3 listed sample-RO LUT LOC/BEL differences \\ reverse & baseline restart & {} & 4 & 0.534 & 346 & 363 & 0.223 W & yes, 0 errors & compact sample-RO lock in baseline restart top \\ {tabular} {table*}",colon_clause,SETUP,causal/generalization,low,Experiment setup,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P11.S1,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P11.S1,2,: routedaudit summarizes a routed locality audit extracted from the routed DCPs.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P11.S2,1,The strongest primary-board physical-locality comparison is the same-RTL forward warmup-4 pair,main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P11.S2,2,:  tracked data-RO cells and sampled-data registers keep their LOC/BEL assignments,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P11.S2,3,while  the sample-RO cells change by 2/9 LOC and 3/9 BEL entries.,subordinate_clause,BG,causal/generalization,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P11.S3,1,A second-board held-out sampler audit makes a larger sampler move,main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P11.S3,2,while  still keeping the tracked data-RO cells and sampled-data registers fixed at the LOC/BEL level.,subordinate_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P11.S5,1,"Instead, it supports the bounded claim",main_clause,BG,descriptive,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P11.S5,2,that  the measured boundary includes a sampler-centered physical perturbation with entropy-source-local routed-network residuals.,relative_clause,RESULT,measurement,low,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P11.S6,1,"For the held-out reduced-XOR bitstreams, a separate audit covers all 17 held-out bitstreams and all 34 original-plus-held-out implementation report sets",main_clause,BG,comparative,low,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P11.S6,2,;  the extracted implementation reports show zero routing-error nets for the audited held-out bitstreams.,appositive_or_coordinate_clause,SETUP,method,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,1,Route entries report common nets whose routed path changed.} tab,main_clause,BG,causal/generalization,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,2,": routedaudit {tabular}{@{}L{0.23 }L{0.28 }L{0.23 }L{0.16 }@{}} Comparison & Cell-placement changes & Routed-net changes & Manuscript role \\ Forward W4, compact diagnostic",colon_clause,SETUP,causal/generalization,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,3,:  {} to {} & data-RO,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,4,":  0/16 LOC, 0/16 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,5,;  sampled registers,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
