section_id,subsection_id,paragraph_id,sentence_id,sentence_text,sentence_position,dominant_function,secondary_function,previous_sentence_relation,next_sentence_relation,claim_type,claim_strength,evidence_anchor,citation_anchor,figure_table_anchor,technical_terms,hedging_words,risk_words,punctuation_pattern,sentence_skeleton,expected_topvenue_role,mismatch_type,revision_operation
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P4.S7,Overall $p_1$ and fixed-position diagnostic outcome can therefore disagree: a dataset can remain close to $p_1=0.5$ overall while one or more fixed startup positions repeat too often across restarts.,7,GAP,,interprets,,descriptive,medium,None,None,None,,can,,hyphen_count=1; colon_count=1,X $p_1$ and fixed-position diagnostic outcome can therefore disagree: a dataset can remain close to $p_1=0.5$ overall while one or more fixed startup positions ,SECTION_SPECIFIC,unsupported_claim,ADD_EVIDENCE_ANCHOR
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P5,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P5.S1,"For pairwise {} analysis, a strong-lock window is a conservative diagnostic flag with maximum absolute lagged phase correlation at or above 0.5 in the packet-offset lag scan from $-8$ to $+8$.",1,BG,,none,,descriptive,low,None,None,None,,,,hyphen_count=3; comma_count=1,"X pairwise {} analysis, a strong-lock window is a conservative diagnostic flag with maximum absolute lagged phase correlation at or above 0.5 in the packet-offs",SECTION_SPECIFIC,none,KEEP
Experimental Setup and Analysis Rules,,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P5,EXPERIMENTAL_SETUP_AND_ANALYSIS_RULES.P5.S2,This empirical threshold is not a standards definition; it is used only to test whether the selected captures support a simple persistent pairwise hard-locking explanation.,2,BG,,elaborates,,descriptive,medium,None,None,None,,,,hyphen_count=1; semicolon_count=1,X empirical threshold is not a standards definition; it is used only to test whether the selected captures support a simple persistent pairwise hard-locking exp,SECTION_SPECIFIC,unsupported_claim;punctuation_issue,ADD_EVIDENCE_ANCHOR;SPLIT_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1.S1,Table tab:placement summarizes representative 10 MiB continuous-stream captures from the placement study.,1,SETUP,,none,,descriptive,low,Table,None,Table tab:placement,,,,hyphen_count=1; colon_count=1,X tab:placement summarizes representative 10 X continuous-stream captures from the placement study.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1.S2,The contrast between {} and {} is the simplest entry point.,2,BG,,jumps,,descriptive,low,None,None,None,,,,,X contrast between {} and {} is the simplest entry point.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1.S3,"In the 10 MiB rows, {} has $p_1=0.337316$, absolute bias 0.162684, and bit min-entropy 0.593606.",3,BG,,jumps,,descriptive,low,None,None,None,entropy,,,hyphen_count=1; comma_count=3,"X the 10 X rows, {} has $p_1=0.337316$, absolute bias 0.162684, and bit min-entropy 0.593606.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P1.S4,"In contrast, {} has $p_1=0.499969$, absolute bias $3.14355 10^{-5}$, and bit min-entropy 0.999909.",4,BG,,contrasts,,descriptive,low,None,None,None,entropy,,,hyphen_count=2; comma_count=3,"X contrast, {} has $p_1=0.499969$, absolute bias $3.14355 10^{-5}$, and bit min-entropy 0.999909.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2.S1,The table also shows why balance alone is insufficient.,1,GAP,,none,,measurement,medium,None,None,None,,,,,X table also shows why balance alone is insufficient.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;role_mismatch,ADD_EVIDENCE_ANCHOR;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2.S2,"The same-column placement is near balanced by $p_1$ and bit min-entropy, but its adjacent-equal ratio differs from the strongest placements.",2,SETUP,,jumps,,descriptive,low,None,None,None,entropy,,,hyphen_count=3; comma_count=1,"X same-column placement is near balanced by $p_1$ and bit min-entropy, but its adjacent-equal ratio differs from the strongest placements.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P2.S3,This motivates the restart and mechanism measurements: a single continuous-stream statistic cannot define the physical entropy-source boundary.,3,NEED,,jumps,,measurement,low,Experiment setup,None,None,entropy;restart,,,hyphen_count=2; colon_count=1,X motivates the restart and mechanism measurements: a single continuous-stream statistic cannot define the physical entropy-source boundary.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P3,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P3.S1,{table*}[t] {Representative 10 MiB continuous-stream placement statistics.,1,SETUP,,none,,descriptive,none,None,None,None,,,,hyphen_count=1,{table*}[t] {X 10 X continuous-stream placement statistics.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P3,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P3.S2,Artifact IDs preserve traceability to the experiment logs.} tab:placement {tabular}{llrrrrrl} Paper condition & Artifact ID & Bytes & $p_1$ & Abs. bias & Bit min-H & Adjacent equal & Reading \\ {} & compact & 10 MiB & 0.499948 & 0.000052 & 0.999850 & 0.499939 & near-balanced reference \\ {} & random3 & 10 MiB & 0.499969 & 0.000031 & 0.999909 & 0.500072 & near-balanced stream \\ {} & same\_column & 10 MiB & 0.499930 & 0.000070 & 0.999799 & 0.505980 & balanced $p_1$ with structural warning \\ {} & far & 10 MiB & 0.491508 & 0.008492 & 0.975703 & 0.500726 & biased stream \\ {} & sparse & 10 MiB & 0.464350 & 0.035650 & 0.900637 & 0.506596 & stronger bias and structure \\ {} & random1 & 10 MiB & 0.337316 & 0.162684 & 0.593606 & 0.556740 & poor placement \\ {tabular} {table*},2,SETUP,,evidences,,limitation,low,Experiment setup,None,None,,,,hyphen_count=3; colon_count=1,X X preserve traceability to the experiment logs.} tab:placement {tabular}{llrrrrrl} X condition & X X & X & $p_1$ & X. bias & X min-X & X equal & X \\ {} & com,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4.S1,Available repeats support placement-level consistency for the current dataset.,1,SETUP,,none,,descriptive,medium,None,None,None,,,,hyphen_count=1,X repeats support placement-level consistency for the current dataset.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;role_mismatch,ADD_EVIDENCE_ANCHOR;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4.S2,The summarized measurements report a maximum 10 MiB/repeat bit-min-entropy mean delta of 0.00841786 among paired placement rows.,2,SETUP,,jumps,,measurement,low,Experiment setup,None,None,entropy,,,hyphen_count=2; slash_count=1,X summarized measurements report a maximum 10 X/repeat bit-min-entropy mean delta of 0.00841786 among paired placement rows.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Placement-Sensitive Continuous-Stream Characterization,,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4,PLACEMENT_SENSITIVE_CONTINUOUS_STREAM_CHARACTERIZATION.P4.S3,"The continuous-stream placement matrix itself remains primary-board evidence rather than a cross-board placement ranking, but it supports treating the placement differences as measured implementation behavior in the evaluated experiment.",3,SETUP,,elaborates,,method,medium,Experiment setup,None,None,,evaluated,,hyphen_count=3; comma_count=1,"X continuous-stream placement matrix itself remains primary-board evidence rather than a cross-board placement ranking, but it supports treating the placement d",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P1,RESTART_AND_WARMUP_CHARACTERIZATION.P1.S1,{Continuous-Stream Entropy Is Not Enough},1,BG,,none,,descriptive,none,None,None,None,Entropy,,,hyphen_count=1,{X X X X X},QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P2,RESTART_AND_WARMUP_CHARACTERIZATION.P2.S1,"Table tab:sp800summary shows non-IID entropy-assessment summaries for selected bit-symbol inputs. {} has a higher non-IID $H_ {original}$ than {} in the 8,000,000-symbol summary, consistent with its strong continuous-stream balance.",1,RESULT,,none,,comparative,medium,Table,None,Table tab:sp800summary,entropy,consistent,,hyphen_count=6; colon_count=1; comma_count=3,"X tab:sp800summary shows non-X entropy-assessment summaries for selected bit-symbol inputs. {} has a higher non-X $H_ {original}$ than {} in the 8,000,000-symbo",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P2,RESTART_AND_WARMUP_CHARACTERIZATION.P2.S2,"However, restart measurements reveal warmup-dependent fixed-position bias for {}.",2,BG,,contrasts,,measurement,low,Experiment setup,None,None,restart,,,hyphen_count=2; comma_count=1,"X, however/whereas Y.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P2,RESTART_AND_WARMUP_CHARACTERIZATION.P2.S3,"The relevant measurement question is therefore not simply which continuous stream looks best, but whether the implemented source remains stable under repeated startup measurements.",3,NEED,,interprets,,method,low,Experiment setup,None,None,,under,,comma_count=1,"X relevant measurement question is therefore not simply which continuous stream looks best, but whether the implemented source remains stable under repeated sta",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P3,RESTART_AND_WARMUP_CHARACTERIZATION.P3.S1,"{table}[t] {Selected non-IID entropy-assessment summaries.} tab:sp800summary {tabular}{llcc} Paper condition & Artifact ID & Symbols & $H_ {original}$ \\ reference & original\_fpga1\_run01 & 8,000,000 & 0.877727 \\ {} & random1\_run01 & 8,000,000 & 0.389520 \\ {} & random3\_run01 & 8,000,000 & 0.902345 \\ {tabular} {table}",1,RESULT,,none,,limitation,low,None,None,None,entropy,,,hyphen_count=2; colon_count=1; comma_count=6,{table}[t] {X non-X entropy-assessment summaries.} tab:sp800summary {tabular}{llcc} X condition & X X & X & $H_ {original}$ \\ reference & original\_fpga1\_run0,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P4,RESTART_AND_WARMUP_CHARACTERIZATION.P4.S1,Table tab:warmup gives the {} restart warmup transition.,1,RESULT,,none,,descriptive,none,Table,None,Table tab:warmup,restart,,,colon_count=1,X tab:warmup gives the {} restart warmup transition.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P4,RESTART_AND_WARMUP_CHARACTERIZATION.P4.S2,"Under the evaluated board, placement, and auto-stream restart protocol, no-warmup, warmup 8, and warmup 10 trigger fixed-position diagnostic flags, while warmup settings 11, 12, and 16 do not.",2,SETUP,,elaborates,,method,low,None,None,None,restart,evaluated;under,,hyphen_count=3; comma_count=8,"X the evaluated board, placement, and auto-stream restart protocol, no-warmup, warmup 8, and warmup 10 trigger fixed-position diagnostic flags, while warmup set",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P4,RESTART_AND_WARMUP_CHARACTERIZATION.P4.S3,"Repeated warmup scans place the observed transition at $10 < {WARMUP\_BYTES} 11$, with warmup 11 still a boundary observation rather than a large-margin engineering rule.",3,RESULT,,elaborates,,measurement,low,None,None,None,,,large,hyphen_count=1; comma_count=1,"X warmup scans place the observed transition at $10 < {X\_BYTES} 11$, with warmup 11 still a boundary observation rather than a large-margin engineering rule.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word,REPLACE_RISK_VERB
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P5,RESTART_AND_WARMUP_CHARACTERIZATION.P5.S1,{table}[t] { {} restart warmup transition. ``Flag'' means at least one fixed bit position exceeds the displayed MSB-route cutoff $X_ {cutoff}=605$; archived LSB-route checks use $X_ {cutoff}=632$.} tab:warmup {tabular}{rrrrrl} Warmup & Overall $p_1$ & Route & Cutoff & Worst $x$ & Diagnostic outcome \\ 0 & 0.497933 & MSB & 605 & 685 & flag \\ 8 & 0.374385 & MSB & 605 & 721 & flag \\ 10 & 0.415017 & MSB & 605 & 650 & flag \\ 11 & 0.469088 & MSB & 605 & 583 & no flag \\ 12 & 0.499478 & MSB & 605 & 562 & no flag \\ 16 & 0.499126 & MSB & 605 & 549 & no flag \\ {tabular} {table},1,RESULT,,none,,descriptive,low,None,None,None,restart,,,hyphen_count=2; semicolon_count=1; colon_count=1,{table}[t] { {} restart warmup transition. ``X'' means at least one fixed bit position exceeds the displayed X cutoff $X_ {cutoff}=605$; archived X checks use $,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P6,RESTART_AND_WARMUP_CHARACTERIZATION.P6.S1,"The transition is important because the continuous-stream {} row is near ideal, yet early restart positions remain sensitive to the warmup setting.",1,GAP,,none,,descriptive,low,None,None,None,restart,,,hyphen_count=1; comma_count=1,"X transition is important because the continuous-stream {} row is near ideal, yet early restart positions remain sensitive to the warmup setting.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P6,RESTART_AND_WARMUP_CHARACTERIZATION.P6.S2,"Thus, the restart result does not merely add another performance number; it identifies a measurement mode in which the physical sampling boundary matters.",2,SETUP,,interprets,,measurement,low,Experiment setup,None,None,restart,,,semicolon_count=1; comma_count=1,"X, the restart result does not merely add another performance number; it identifies a measurement mode in which the physical sampling boundary matters.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Restart and Warmup Characterization,,RESTART_AND_WARMUP_CHARACTERIZATION.P6,RESTART_AND_WARMUP_CHARACTERIZATION.P6.S3,"The repeated warmup-10 flagged outcomes and warmup-11 no-flag outcomes support a narrow measured transition, but they should not be generalized as a universal warmup threshold across boards, placements, PVT conditions, or tool runs.",3,RESULT,,jumps,,measurement,very_high,None,None,None,,,universal,hyphen_count=3; comma_count=4,"X repeated warmup-10 flagged outcomes and warmup-11 no-flag outcomes support a narrow measured transition, but they should not be generalized as a universal war",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim;overstrong_claim;risk_word;punctuation_issue,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;WEAKEN_CLAIM;REPLACE_RISK_VERB;SPLIT_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P1,SAMPLER_SIDE_COUNTERFACTUALS.P1.S1,The central evidence for the entropy-boundary claim is the sampler-side counterfactual loop in Table tab:samplero.,1,RESULT,,none,,descriptive,low,Table,None,Table tab:samplero.,entropy;sampler,,,hyphen_count=2; colon_count=1,X central evidence for the entropy-boundary claim is the sampler-side counterfactual loop in X tab:samplero.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P1,SAMPLER_SIDE_COUNTERFACTUALS.P1.S2,The compact diagnostic RTL configuration is the restart configuration used to isolate a compact sampler passband.,2,BG,,narrows,,descriptive,low,None,None,None,RTL;restart;sampler,,,,X compact diagnostic X configuration is the restart configuration used to isolate a compact sampler passband.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P1,SAMPLER_SIDE_COUNTERFACTUALS.P1.S3,The baseline restart RTL configuration is the auto-stream restart configuration used in the 1000-row restart measurements.,3,BG,,elaborates,,measurement,low,Experiment setup,None,None,RTL;restart,,,hyphen_count=2,X baseline restart X configuration is the auto-stream restart configuration used in the 1000-row restart measurements.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P1,SAMPLER_SIDE_COUNTERFACTUALS.P1.S4,The sample-RO locks are defined by explicit LOC/BEL constraints: {} uses the compact sample-RO placement and {} uses the restart-oriented sample-RO placement from the baseline restart constraint set.,4,SETUP,,elaborates,,descriptive,low,None,None,None,BEL;LOC;RO;restart,,,hyphen_count=4; colon_count=1; slash_count=1,X sample-X locks are defined by explicit X/X constraints: {} uses the compact sample-X placement and {} uses the restart-oriented sample-X placement from the ba,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P1,SAMPLER_SIDE_COUNTERFACTUALS.P1.S5,"The term {} is a placement label, not a formal-verification claim.",5,SETUP,,elaborates,,descriptive,low,None,None,None,,,,hyphen_count=1; comma_count=1,"X term {} is a placement label, not a formal-verification claim.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P2,SAMPLER_SIDE_COUNTERFACTUALS.P2.S1,{table*}[t] {Bidirectional sampler-side counterfactual evidence.,1,RESULT,,none,,descriptive,none,None,None,None,sampler,,,hyphen_count=1,{table*}[t] {X sampler-side counterfactual evidence.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P2,SAMPLER_SIDE_COUNTERFACTUALS.P2.S2,Rows are representative run-level measurements; archive identifiers are omitted from the main table and retained in the experiment logs.} tab:samplero {tabular}{llllrrrL{0.22 }} Direction & RTL configuration & Sample-RO lock & Warmup & $p_1$ & Min-H & Worst $x$ & Outcome \\ baseline & compact diagnostic & {} & 4 & 0.498297 & 0.995095 & 555 & no diagnostic flag \\ baseline & compact diagnostic & {} & 5 & 0.498316 & 0.995149 & 549 & no diagnostic flag \\ baseline & compact diagnostic & {} & 11 & 0.498148 & 0.994666 & 548 & no diagnostic flag \\ forward & compact diagnostic & {} & 4 & 0.376651 & 0.681888 & 884 & diagnostic flag with bias \\ forward & compact diagnostic & {} & 4 & 0.378757 & 0.686770 & 752 & reproduced diagnostic flag \\ forward & compact diagnostic & {} & 5 & 0.373430 & 0.674452 & 757 & diagnostic flag with bias \\ forward & compact diagnostic & {} & 5 & 0.373541 & 0.674708 & 792 & reproduced diagnostic flag \\ forward & compact diagnostic & {} & 5 & 0.371751 & 0.670592 & 745 & reproduced diagnostic flag \\ forward & compact diagnostic & {} & 11 & 0.464819 & 0.901901 & 576 & residual bias \\ reverse & baseline restart & {} & 4 & 0.499419 & 0.998325 & 552 & near-balanced behavior restored \\ reverse & baseline restart & {} & 4 & 0.499754 & 0.999290 & 552 & reproduced restoration \\ reverse & baseline restart & {} & 4 & 0.499432 & 0.998362 & 560 & reproduced restoration \\ {tabular} {table*},2,SETUP,,evidences,,measurement,low,Experiment setup,None,None,RO;RTL;restart,,,hyphen_count=4; semicolon_count=1; colon_count=1,X are representative run-level measurements; archive identifiers are omitted from the main table and retained in the experiment logs.} tab:samplero {tabular}{ll,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P3,SAMPLER_SIDE_COUNTERFACTUALS.P3.S1,{table*}[t] {Archived repeat summary for the sampler-side counterfactual rows.,1,RESULT,,none,,descriptive,low,None,None,None,sampler,,,hyphen_count=1,{table*}[t] {X repeat summary for the sampler-side counterfactual rows.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P3,SAMPLER_SIDE_COUNTERFACTUALS.P3.S2,Table tab:samplero lists representative run-level measurements; this table summarizes all currently archived repeats for the listed condition and warmup.,2,RESULT,,evidences,,measurement,low,Table;Experiment setup,None,Table tab:samplero,,,,hyphen_count=1; semicolon_count=1; colon_count=1,X tab:samplero lists representative run-level measurements; this table summarizes all currently archived repeats for the listed condition and warmup.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,SPLIT_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P3,SAMPLER_SIDE_COUNTERFACTUALS.P3.S3,Min-H is the bit min-entropy computed from each row's overall $p_1$ when the source summary did not store it explicitly.} tab:counterrepeat {tabular}{llrrrrrL{0.23 }} Case & Warmup & $n$ & Mean $p_1$ & Std. $p_1$ & Min.,3,BG,,elaborates,,descriptive,low,None,None,None,entropy,,,hyphen_count=2; colon_count=1,X is the bit min-entropy computed from each row's overall $p_1$ when the source summary did not store it explicitly.} tab:counterrepeat {tabular}{llrrrrrL{0.23 ,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P3,SAMPLER_SIDE_COUNTERFACTUALS.P3.S4,Min-H & Max worst $x$ & Repeat coverage \\ compact baseline & 4 & 3 & 0.498812 & 0.000450 & 0.995095 & 562 & three independent captures \\ compact baseline & 5 & 2 & 0.498796 & 0.000679 & 0.995149 & 549 & two independent captures \\ compact baseline & 11 & 2 & 0.498287 & 0.000196 & 0.994666 & 548 & two independent captures \\ forward fail & 4 & 3 & 0.377401 & 0.001176 & 0.681888 & 884 & three archived implementation repeats \\ forward fail & 5 & 3 & 0.372907 & 0.001003 & 0.670592 & 792 & three independent captures \\ forward fail & 11 & 2 & 0.462977 & 0.002605 & 0.892004 & 588 & two independent captures \\ reverse repair & 4 & 3 & 0.499535 & 0.000190 & 0.998325 & 560 & three independent captures \\ {tabular} {table*},4,RESULT,,evidences,,method,low,None,None,None,,,,hyphen_count=1,X & X worst $x$ & X coverage \\ compact baseline & 4 & 3 & 0.498812 & 0.000450 & 0.995095 & 562 & three independent captures \\ compact baseline & 5 & 2 & 0.498,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P4,SAMPLER_SIDE_COUNTERFACTUALS.P4.S1,{table*}[t] {Repeated second-board sampler counterfactual check.,1,RESULT,,none,,descriptive,none,None,None,None,sampler,,,hyphen_count=1,{table*}[t] {X second-board sampler counterfactual check.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
