paper_id,venue,section_type,paragraph_index,sentence_index,sentence_text,sentence_function,sentence_skeleton,claim_type,claim_strength,has_citation,has_number,has_figure_reference,has_table_reference,hedging_pattern,punctuation_pattern,transition_pattern
03_TVLSI:paper_05,TVLSI,Abstract,,5,Strassen’s algorithm even inimprovements.,INTERPRET,X’s algorithm even inimprovements.,descriptive,none,False,False,False,False,,,SUPPORT/INTERPRET
03_TVLSI:paper_05,TVLSI,Abstract,,6,"We bridge this gap, presenting and evaluating creases execution time on CPUs/GPUs unless the matrix new systolic array architectures that efficiently translate the theoretical complexity reductions of Strassen’s algorithm directly widths/heights are in the ...",GAP,"X bridge this gap, presenting and evaluating creases execution time on X/X unless the matrix new systolic array architectures that efficiently translate the the",method,low,False,False,False,False,,slash_count=2; comma_count=1,LIMIT/GAP
03_TVLSI:paper_05,TVLSI,Abstract,,7,"Furthermore, the architectures or larger.",INTERPRET,"X, the architectures or larger.",descriptive,none,False,False,False,False,,comma_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_05,TVLSI,Abstract,,8,This limits the benefits of using the algorithm on are multisystolic array designs that can multiply smaller matrices these devices for modern workloads that do not decompose with higher utilization than single-systolic array designs.,INTERPRET,X limits the benefits of using the algorithm on are multisystolic array designs that can multiply smaller matrices these devices for modern workloads that do no,comparative,medium,False,False,False,False,can,hyphen_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_05,TVLSI,Abstract,,9,The pro- to such large matrix multiplications.,INTERPRET,X pro- to such large matrix multiplications.,descriptive,none,False,False,False,False,,hyphen_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_05,TVLSI,Abstract,,10,"Strassen’s algorithm conposed designs implemented on FPGA reduce DSP requirements tains hidden overheads such as extra data accesses required by a factor of 1.14r for r implemented Strassen recursion levels, and otherwise require overall similar soft logic ...",RESULT,X’s algorithm conposed designs implemented on X reduce X requirements tains hidden overheads such as extra data accesses required by a factor of 1.14r for r imp,comparative,low,False,True,False,False,,comma_count=1,SETUP/RESULT
03_TVLSI:paper_06,TVLSI,Abstract,,1,"—In recent years, there has been a growing trend solution by combining the beamformed outputs of multiple in accelerating computationally complex non-real-time beam- insonifications.",BG,"—X recent years, there has been a growing trend solution by combining the beamformed outputs of multiple in accelerating computationally complex non-real-time b",descriptive,low,False,False,False,False,,hyphen_count=3; em_dash_count=1; comma_count=1,BG
03_TVLSI:paper_06,TVLSI,Abstract,,2,"Nonetheless, this approach comes with the arXiv:2509.03201v1 [cs.AR] 3 Sep 2025 forming algorithms in ultrasound imaging using deep learning drawback of reduced frame rate, leading to a trade-off between models.",RESULT,"X, this approach comes with the arXiv:2509.03201v1 [cs.X] 3 X 2025 forming algorithms in ultrasound imaging using deep learning drawback of reduced frame rate, ",causal/generalization,low,False,True,False,False,,hyphen_count=1; colon_count=1; comma_count=2,RESULT
03_TVLSI:paper_06,TVLSI,Abstract,,3,"However, due to the large size and complexity these stateof-the-art deep learning techniques poses significant challenges image quality and frame rate.",PROBLEM,"X, however/whereas Y.",descriptive,low,False,False,False,False,,hyphen_count=2; comma_count=1,PROBLEM
03_TVLSI:paper_06,TVLSI,Abstract,,4,Adaptive beamforming techwhen deploying on resource-constrained edge devices.,INTERPRET,X beamforming techwhen deploying on resource-constrained edge devices.,descriptive,none,False,False,False,False,,hyphen_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_06,TVLSI,Abstract,,5,"In this niques such as Minimum Variance Distortionless Response work, we propose a novel capsule network based beamformer (MVDR) [5] provide an alternative by using data-dependent called CapsBeam, designed to operate on raw radio-frequency apodization weights ...",METHOD,We METHOD X under Y.,method,high,True,True,False,False,,hyphen_count=2; parentheses_count=2; comma_count=2,TASK/METHOD
03_TVLSI:paper_06,TVLSI,Abstract,,6,"Howdata and provide an envelope of beamformed data through non- ever, the computational demands of MVDR, especially the steered plane wave insonification.",INTERPRET,"X and provide an envelope of beamformed data through non- ever, the computational demands of X, especially the steered plane wave insonification.",descriptive,low,False,False,False,False,,hyphen_count=1; comma_count=2,SUPPORT/INTERPRET
03_TVLSI:paper_06,TVLSI,Abstract,,7,"Experiments on in-vivo data, CapsBeam reduced artifacts compared to the standard Delay- matrix inversions, presents challenges for real-time impleand-Sum (DAS) beamforming.",INTERPRET,"X on in-vivo data, X reduced artifacts compared to the standard X- matrix inversions, presents challenges for real-time impleand-X (X) beamforming.",comparative,low,False,False,False,False,,hyphen_count=4; parentheses_count=2; comma_count=2,SUPPORT/INTERPRET
03_TVLSI:paper_06,TVLSI,Abstract,,8,"For in-vitro data, CapsBeam mentation, with a complexity of O(n3 ), where n represents demonstrated a 32.31% increase in contrast, along with gains the aperture size of the transducer array.",RESULT,"X in-vitro data, X mentation, with a complexity of X(n3 ), where n represents demonstrated a 32.31",causal/generalization,low,False,True,False,False,,hyphen_count=1; parentheses_count=2; comma_count=4,RESULT
03_TVLSI:paper_06,TVLSI,Abstract,,9,"For instance, it of 16.54% and 6.7% in axial and lateral resolution compared to necessitates approximately 98.78 GOPs/Frame for a frame size the DAS.",RESULT,"X instance, it of 16.54",comparative,low,False,True,False,False,,slash_count=1; comma_count=1,RESULT
03_TVLSI:paper_06,TVLSI,Abstract,,10,"Similarly, in-silico data showed a 26% enhancement of (368, 128) [6]. in contrast, along with improvements of 13.6% and 21.5% in axial and lateral resolution, respectively, compared to the DAS.",RESULT,"X, in-silico data showed a 26",comparative,low,True,True,False,False,,hyphen_count=1; parentheses_count=2; comma_count=5,RESULT
03_TVLSI:paper_07,TVLSI,Abstract,,1,—Deploying deep neural networks (DNNs) on those of their high computational and memory requirements.,BG,—X deep neural networks (X) on those of their high computational and memory requirements.,descriptive,low,False,False,False,False,,em_dash_count=1; parentheses_count=2,BG
03_TVLSI:paper_07,TVLSI,Abstract,,2,Multiresource-constrained edge platforms is hindered by their substan- precision DNNs (MP-DNNs) address this issue by employing tial computation and storage demands.,INTERPRET,X edge platforms is hindered by their substan- precision X (X) address this issue by employing tial computation and storage demands.,descriptive,low,False,False,False,False,,hyphen_count=3; parentheses_count=2,SUPPORT/INTERPRET
03_TVLSI:paper_07,TVLSI,Abstract,,3,"Quantized multi-precision arXiv:2409.14017v1 [cs.AR] 21 Sep 2024 bit-widths smaller than the standard 32 bits to represent DNNs, denoted as MP-DNNs, offer a promising solution for these limitations but pose challenges for existing RISC-V processors network ...",RESULT,"X multi-precision arXiv:2409.14017v1 [cs.X] 21 X 2024 bit-widths smaller than the standard 32 bits to represent X, denoted as X, offer a promising solution for ",limitation,low,False,True,False,False,,hyphen_count=4; colon_count=1; comma_count=2,RESULT
03_TVLSI:paper_07,TVLSI,Abstract,,4,"By leveraging due to complex instructions, suboptimal parallel processing, and lower precision representations, such as 16, 8, or even 4-bit, inefficient dataflow mapping.",RESULT,"X leveraging due to complex instructions, suboptimal parallel processing, and lower precision representations, such as 16, 8, or even 4-bit, inefficient dataflo",comparative,low,False,True,False,False,,hyphen_count=1; comma_count=6,RESULT
03_TVLSI:paper_07,TVLSI,Abstract,,5,"To tackle the challenges mentioned these DNNs significantly reduce model size and computational above, SPEED, a scalable RISC-V vector (RVV) processor, is demands, while maintaining near-equivalent accuracy to the proposed to enable efficient MP-DNN ...",NEED,"X tackle the challenges mentioned these X significantly reduce model size and computational above, X, a scalable X vector (X) processor, is demands, while maint",comparative,low,False,False,False,False,,hyphen_count=3; parentheses_count=2; comma_count=4,GAP/NEED
03_TVLSI:paper_07,TVLSI,Abstract,,6,"Hence, deploying MPinnovations in customized instructions, hardware architecture, and dataflow mapping.",INTERPRET,"X, deploying X in customized instructions, hardware architecture, and dataflow mapping.",descriptive,low,False,False,False,False,,comma_count=3,SUPPORT/INTERPRET
03_TVLSI:paper_07,TVLSI,Abstract,,7,"Firstly, some dedicated customized RISC- DNNs is crucial for optimizing performance and efficiency on V instructions are introduced based on RVV extensions to reduce resource-constrained edge platforms [16], [17]. the instruction complexity, allowing SPEED to ...",PROBLEM,"X, some dedicated customized X- X is crucial for optimizing performance and efficiency on X instructions are introduced based on X extensions to reduce resource",comparative,low,True,True,False,False,,hyphen_count=2; comma_count=3,PROBLEM
03_TVLSI:paper_07,TVLSI,Abstract,,8,"Secondly, a parameterized multi-precision tensor unit been proposed [18]–[22].",RESULT,"X, a parameterized multi-precision tensor unit been proposed [18]–[22].",method,low,True,True,False,False,,hyphen_count=1; en_dash_count=1; comma_count=1,RESULT
03_TVLSI:paper_07,TVLSI,Abstract,,9,"However, these dedicated solutions is developed and integrated within the scalable module to enhance parallel processing capability by providing reconfigurable face limitations in edge scenarios, mainly due to their limited parallelism that matches the ...",PROBLEM,"X, however/whereas Y.",limitation,low,False,False,False,False,within,comma_count=2,PROBLEM
03_TVLSI:paper_07,TVLSI,Abstract,,10,"Finally, a flexible mixed dataflow method is adopted to domain-specific hardware accelerators enhance execution efimprove computational and energy efficiency according to the ficiency for certain DNN models through fixed dataflows, computing patterns of ...",BOUNDARY,"X, a flexible mixed dataflow method is adopted to domain-specific hardware accelerators enhance execution efimprove computational and energy efficiency accordin",descriptive,low,False,False,False,False,,hyphen_count=1; comma_count=2,INTERPRET/BOUNDARY
03_TVLSI:paper_08,TVLSI,Abstract,,1,"—Convolutional Neural Networks (CNNs) are widely (SRAM-FPGAs), many CNN systems use SRAM-FPGAs to used in computer vision and natural language processing.",SETUP,"—X X X (X) are widely (X), many X systems use X to used in computer vision and natural language processing.",descriptive,low,False,False,False,False,,hyphen_count=2; em_dash_count=1; parentheses_count=4; comma_count=1,METHOD/SETUP
03_TVLSI:paper_08,TVLSI,Abstract,,2,Field improve the system flexibility.,RESULT,X improve the system flexibility.,comparative,none,False,False,False,False,,,RESULT/INTERPRET
03_TVLSI:paper_08,TVLSI,Abstract,,3,"Programmable Gate Arrays (FPGAs) are a popular accelerator In some safety critical scenarios, such as automotive or for CNNs.",SETUP,"X X X (X) are a popular accelerator X some safety critical scenarios, such as automotive or for X.",descriptive,low,False,False,False,False,,parentheses_count=2; comma_count=1,METHOD/SETUP
03_TVLSI:paper_08,TVLSI,Abstract,,4,"However, FPGAs are prone to suffer soft errors, so the reliability of FPGA-based CNNs becomes a key problem when space platform, the reliability of CNN system become a key used in safety critical applications.",PROBLEM,"X, however/whereas Y.",descriptive,low,False,False,False,False,,hyphen_count=1; comma_count=3,PROBLEM
03_TVLSI:paper_08,TVLSI,Abstract,,5,The convolution module based requirement [5].,RESULT,X convolution module based requirement [5].,descriptive,none,True,True,False,False,,,RESULT
03_TVLSI:paper_08,TVLSI,Abstract,,6,"In particular, SRAM-FPGAs are sensitive to on a Processing Element (PE) array is the most complex part of soft errors caused by cosmic radiation, and the Single Event the accelerator, so it is the key for efficient protection.",SETUP,"X particular, X are sensitive to on a X X (X) array is the most complex part of soft errors caused by cosmic radiation, and the X X the accelerator, so it is th",causal/generalization,low,False,False,False,False,,hyphen_count=1; parentheses_count=2; comma_count=3,METHOD/SETUP
03_TVLSI:paper_08,TVLSI,Abstract,,7,Coding Upset (SEU) is the most frequent one [6].,RESULT,X X (X) is the most frequent one [6].,descriptive,low,True,True,False,False,,parentheses_count=2,RESULT
03_TVLSI:paper_08,TVLSI,Abstract,,8,"Both the based schemes have been proposed for efficient protection of the configuration memory and user memories of SRAM-FPGAs convolution module, where the processing of the PE array is can be corrupted by SEUs [7].",RESULT,"X the based schemes have been proposed for efficient protection of the configuration memory and user memories of X convolution module, where the processing of t",method,medium,True,True,False,False,can,hyphen_count=1; comma_count=1,SETUP/RESULT
03_TVLSI:paper_08,TVLSI,Abstract,,9,"For SRAM-FPGA based CNN modeled as parallel Matrix-Vector Multiplications (MVMs), and every wrong output would be concurrently detected and accelerators, the SRAM are divided into the user memory and corrected.",SETUP,"X X based X modeled as parallel X X (X), and every wrong output would be concurrently detected and accelerators, the X are divided into the user memory and corr",descriptive,low,False,False,False,False,,hyphen_count=2; parentheses_count=2; comma_count=2,METHOD/SETUP
03_TVLSI:paper_08,TVLSI,Abstract,,10,"In this paper, we show that temporary errors affecting the configuration memory.",METHOD,"X this paper, we show that temporary errors affecting the configuration memory.",causal/generalization,medium,False,False,False,False,,comma_count=1,TASK/METHOD
03_TVLSI:paper_08,TVLSI,Introduction,,1,"On the contrary, errors on the configuration memory would cause more severe impacts, and can only be C onvolutional Neural Networks (CNNs) are widely used in computer vision or natural language processing, and several structures are widely adopted, e.g.",BG,"X the contrary, errors on the configuration memory would cause more severe impacts, and can only be X onvolutional X X (X) are widely used in computer vision or",causal/generalization,medium,False,False,False,False,can,parentheses_count=2; comma_count=4,BG
03_TVLSI:paper_08,TVLSI,Introduction,,2,VGGNet [1] and recovered by reconfiguration [11].,BG,X [1] and recovered by reconfiguration [11].,descriptive,none,True,True,False,False,,,BG/CONTEXT
03_TVLSI:paper_08,TVLSI,Introduction,,3,"For example, radiation experiments in [12] revealed that errors on some layers of a ResNet [2].",BG,"X example, radiation experiments in [12] revealed that errors on some layers of a X [2].",descriptive,low,True,True,False,False,,comma_count=1,BG/CONTEXT
03_TVLSI:paper_08,TVLSI,Introduction,,4,CNNs become deeper and wider so that they CNN may cause severe performance degradation.,INTERPRET,X become deeper and wider so that they X may cause severe performance degradation.,causal/generalization,medium,False,False,False,False,may,,SUPPORT/INTERPRET
03_TVLSI:paper_08,TVLSI,Introduction,,5,"Similarly, usually require the computing platform with high computation the authors in [13] implemented a CNN for traffic sign capability, huge memory storage and high energy efficiency. recognition based on SRAM-FPGA and showed that SEUs on Since ...",RESULT,"X, usually require the computing platform with high computation the authors in [13] implemented a X for traffic sign capability, huge memory storage and high en",method,low,True,True,False,False,,hyphen_count=1; comma_count=2,SETUP/RESULT
03_TVLSI:paper_08,TVLSI,Introduction,,6,"The authors in [14] studied the impact of the based on Field Programmable Gate Arrays (FPGAs) become degree of parallelism on the reliability of CNNs through more and more popular due to their advantages in terms of neutron beam experiments, and they revealed ...",RESULT,X authors in [14] studied the impact of the based on X X X X (X) become degree of parallelism on the reliability of X through more and more popular due to their,descriptive,low,True,True,False,False,,parentheses_count=2; comma_count=1,SETUP/RESULT
03_TVLSI:paper_08,TVLSI,Introduction,,7,"In addition, due to parallelism increases the radiation sensitivity of the accelerator.",INTERPRET,"X addition, due to parallelism increases the radiation sensitivity of the accelerator.",descriptive,low,False,False,False,False,,comma_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_08,TVLSI,Introduction,,9,"This work is supported by National Natural Science Foundation of China (62171313 and 61974102) and partly configuration memory based on fault injection (FI) supported by the FUN4DATE (PID2022-136684OB-C22) and the experiments, and showed that errors on memory ...",INTERPRET,X work is supported by X X X X of X (62171313 and 61974102) and partly configuration memory based on fault injection (X) supported by the X (X) and the experime,measurement,low,False,True,False,False,,hyphen_count=2; parentheses_count=6; comma_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_08,TVLSI,Introduction,,12,CNN accelerators need to be hardened for reliable execution G.,INTERPRET,X accelerators need to be hardened for reliable execution X.,descriptive,low,False,False,False,False,,,SUPPORT/INTERPRET
03_TVLSI:paper_09,TVLSI,Abstract,,1,"— This study focuses on the acceleration of crypto- the amount of data flowing through a network, aggregate graphic pairing operations on field-programmable gate arrays signatures [1] that reduce the number of transactions have (FPGAs) for server-side ...",RESULT,"— X study focuses on the acceleration of crypto- the amount of data flowing through a network, aggregate graphic pairing operations on field-programmable gate a",comparative,low,True,True,False,False,,hyphen_count=3; em_dash_count=1; parentheses_count=2; comma_count=1,SETUP/RESULT
03_TVLSI:paper_09,TVLSI,Abstract,,2,Previous studies on FPGA been proposed.,SETUP,X studies on X been proposed.,method,none,False,False,False,False,,,METHOD/SETUP
03_TVLSI:paper_09,TVLSI,Abstract,,3,"In addition, for the demand to increase data pairing implementations focused on area efficiency for embedded devices, trying to achieve maximum performance with minimal confidentiality, searchable cryptography has been introduced circuit resources.",RESULT,"X addition, for the demand to increase data pairing implementations focused on area efficiency for embedded devices, trying to achieve maximum performance with ",method,low,False,False,False,False,,comma_count=3,RESULT/INTERPRET
03_TVLSI:paper_09,TVLSI,Abstract,,4,"However, their architectures are likely to be to enable searching in the ciphertext state [2].",PROBLEM,"X, however/whereas Y.",descriptive,low,True,True,False,False,,comma_count=1,PROBLEM
03_TVLSI:paper_09,TVLSI,Abstract,,5,"Some of these inefficient for server-side applications, where the primary interest advanced cryptographies are based on an operation known is maximum performance when FPGA resources are finished. as the (elliptic curve-based) bilinear pairing.",SETUP,"X of these inefficient for server-side applications, where the primary interest advanced cryptographies are based on an operation known is maximum performance w",descriptive,low,False,False,False,False,,hyphen_count=2; parentheses_count=2; comma_count=1,METHOD/SETUP
03_TVLSI:paper_09,TVLSI,Abstract,,6,A cryptographic Their architectures are inefficient for two reasons: low utilization system based on pairing is known as pairing-based cryptograof the digital signal processor (DSP) and low operation frequency.,INTERPRET,X cryptographic X architectures are inefficient for two reasons: low utilization system based on pairing is known as pairing-based cryptograof the digital signa,descriptive,low,False,False,False,False,,hyphen_count=1; colon_count=1; parentheses_count=2,SUPPORT/INTERPRET
03_TVLSI:paper_09,TVLSI,Abstract,,7,"In this study, we propose a high-throughput pairing processor phy (PBC).",METHOD,We METHOD X under Y.,method,low,False,False,False,False,,hyphen_count=1; parentheses_count=2; comma_count=1,TASK/METHOD
03_TVLSI:paper_09,TVLSI,Abstract,,8,"However, the pairing is computationally intensive, architecture for server-side FPGAs, taking full advantage of typically requiring more than 10 000 modular multiplications DSPs.",PROBLEM,"X, however/whereas Y.",descriptive,low,False,True,False,False,,hyphen_count=1; comma_count=3,PROBLEM
03_TVLSI:paper_09,TVLSI,Abstract,,9,"First, we propose a loop-unrolled modular multiplication on a finite field [3].",METHOD,We METHOD X under Y.,method,low,True,True,False,False,,hyphen_count=1; comma_count=1,TASK/METHOD
03_TVLSI:paper_09,TVLSI,Abstract,,10,Key-size update due to recent theoretical algorithm that is suitable for a server-side FPGA.,SETUP,X update due to recent theoretical algorithm that is suitable for a server-side X.,descriptive,low,False,False,False,False,,hyphen_count=2,METHOD/SETUP
03_TVLSI:paper_10,TVLSI,Abstract,,1,"—The ever-increasing computational complexity and support operations with subwords separated by multiplexers on energy consumption of today’s applications, such as Machine the datapath.",BG,"—X ever-increasing computational complexity and support operations with subwords separated by multiplexers on energy consumption of today’s applications, such a",descriptive,medium,False,False,False,False,,hyphen_count=1; em_dash_count=1; comma_count=1,BG
03_TVLSI:paper_10,TVLSI,Abstract,,2,"However, typical Hardware SIMD (Hard SIMD) Learning (ML) algorithms, not only strain the capabilities of architectures can only support a small set of subword sizes, the underlying hardware but also significantly restrict their wide deployment at the edge.",PROBLEM,"X, however/whereas Y.",limitation,medium,False,False,False,False,can,parentheses_count=4; comma_count=3,PROBLEM
03_TVLSI:paper_10,TVLSI,Abstract,,3,"Addressing these challenges, novel such as 8-, 16-, 32-, 64-bit [6], because (i) the subword architecture solutions are required by leveraging opportuni- separation relies on multiplexers and can not be extended to ties exposed by algorithms, e.g., robustness ...",PROBLEM,"X these challenges, novel such as 8-, 16-, 32-, 64-bit [6], because (i) the subword architecture solutions are required by leveraging opportuni- separation reli",novelty,high,True,True,False,False,can,hyphen_count=5; parentheses_count=2; comma_count=7,PROBLEM
03_TVLSI:paper_10,TVLSI,Abstract,,4,"(Hard SIMD) architectures only support a small set of operand bitwidths, limiting performance improvement.",INTERPRET,"(X X) architectures only support a small set of operand bitwidths, limiting performance improvement.",comparative,medium,False,False,False,False,,parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Abstract,,5,"To fill the gap, These downsides are significantly critical to further imthis manuscript introduces a novel pipelined processor microar- proving computation performance, especially for algorithms chitecture for arithmetic computing based on the Software- that ...",GAP,"X fill the gap, X downsides are significantly critical to further imthis manuscript introduces a novel pipelined processor microar- proving computation performa",novelty,high,False,False,False,False,,hyphen_count=2; comma_count=2,LIMIT/GAP
03_TVLSI:paper_10,TVLSI,Abstract,,6,"This (iii) varying accuracy requirements in different computation microarchitecture is optimized for parallel fine-grained fixedpoint arithmetic, such as shift/add.",INTERPRET,"X (iii) varying accuracy requirements in different computation microarchitecture is optimized for parallel fine-grained fixedpoint arithmetic, such as shift/add",descriptive,low,False,False,False,False,,hyphen_count=1; parentheses_count=2; slash_count=1; comma_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Abstract,,7,It can also efficiently execute phases.,INTERPRET,X can also efficiently execute phases.,descriptive,medium,False,False,False,False,can,,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Abstract,,8,"For these cases, supporting operations with flexible sequential shift-add-based multiplication over SIMD subwords, bitwidths can fully leverage the advantages of quantization thanks to zero-skipping and Canonical Signed Digit (CSD) and parallelism to promote ...",INTERPRET,"X these cases, supporting operations with flexible sequential shift-add-based multiplication over X subwords, bitwidths can fully leverage the advantages of qua",descriptive,medium,False,False,False,False,can,hyphen_count=3; parentheses_count=2; comma_count=2,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Abstract,,9,"A lightweight repacking unit allows changing subword For example, Convolutional Neural Networks (CNNs) exbitwidth dynamically.",INTERPRET,"X lightweight repacking unit allows changing subword X example, X X X (X) exbitwidth dynamically.",descriptive,low,False,False,False,False,,parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Abstract,,10,These features are implemented within a hibit a high degree of robustness against operand approxitight energy and area budget.,BOUNDARY,X features are implemented within a hibit a high degree of robustness against operand approxitight energy and area budget.,method,low,False,False,False,False,within,,INTERPRET/BOUNDARY
03_TVLSI:paper_10,TVLSI,Introduction,,1,cessor microarchitecture for arithmetic computing based on the Single Instruction Multiple Data (SIMD) is a well-known Software-defined SIMD (Soft SIMD) paradigm.,BG,cessor microarchitecture for arithmetic computing based on the X X X X (X) is a well-known X X (X X) paradigm.,descriptive,low,False,False,False,False,,hyphen_count=2; parentheses_count=4,BG
03_TVLSI:paper_10,TVLSI,Introduction,,2,"Soft SIMD, approach to enhance hardware computing efficiency through detailed in Section II-A, divides the boundaries of the subword data-level parallelism [1] [2] when executing a ubiquitous at the software level through control instructions, enabling ...",ORG,"X X, approach to enhance hardware computing efficiency through detailed in X X, divides the boundaries of the subword data-level parallelism [1] [2] when execut",descriptive,low,True,True,False,False,,hyphen_count=2; comma_count=3,ORG
03_TVLSI:paper_10,TVLSI,Introduction,,3,"SIMD im- cost, opening the way for the highly efficient use of data-level plementations employ wide registers and processing units that parallelism down to very small bitwidths.",BG,"X im- cost, opening the way for the highly efficient use of data-level plementations employ wide registers and processing units that parallelism down to very sm",descriptive,low,False,False,False,False,,hyphen_count=2; comma_count=1,BG/CONTEXT
03_TVLSI:paper_10,TVLSI,Introduction,,4,"The proposed microarchitecture features a fine-grained conPengbo Yu, Flavio Ponzina, Alexandre Levisse, Giovanni Ansa- figurability of SIMD bitwidths that can be defined at runloni, and David Atienza, are with the Embedded Systems Laboratory, time.",INTERPRET,"X proposed microarchitecture features a fine-grained conPengbo X, X X, X X, X X- figurability of X bitwidths that can be defined at runloni, and X X, are with t",method,medium,False,False,False,False,can,hyphen_count=2; comma_count=6,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Introduction,,5,"It can adapt to any desired computation precision in École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland.",INTERPRET,"X can adapt to any desired computation precision in X́cole X X́dérale de X (X), X, X.",descriptive,medium,False,False,False,False,can,parentheses_count=2; comma_count=2,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Introduction,,7,"It also allows seamless transitions among different SIMD Mohit Gupta, Dwaipayan Biswas, and Francky Catthoor, are formats using a dedicated Data Pack Unit (DPU).",INTERPRET,"X also allows seamless transitions among different X X X, X X, and X X, are formats using a dedicated X X X (X).",descriptive,low,False,False,False,False,,parentheses_count=2; comma_count=3,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Introduction,,8,"Furthermore, with Interuniversity Microelectronics Centre (IMEC), Leuven, Belgium.",INTERPRET,"X, with X X X (X), X, X.",descriptive,none,False,False,False,False,,parentheses_count=2; comma_count=3,SUPPORT/INTERPRET
03_TVLSI:paper_10,TVLSI,Results,,1,larger one for ‘shift7’ cases at 1.0GHz.,RESULT,larger one for ‘shift7’ cases at 1.0GHz.,descriptive,none,False,True,False,False,,,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,2,"Also, for a constant Section V-A first presents the area performance comparison. frequency constraint, when increasing the shift from 3 to 7, the Then, Section V-B contrast the multiplication speed and energy Guardbits-based Soft SIMD microarchitecture area ...",ORG,"X, for a constant X X first presents the area performance comparison. frequency constraint, when increasing the shift from 3 to 7, the X, X X contrast the multi",method,low,False,True,False,False,,hyphen_count=3; comma_count=4,ORG
03_TVLSI:paper_10,TVLSI,Results,,3,"Finally, Section V-C analyzes the performance of 6.8% and 8.4% at 200MHz and 1.0GHz, respectively, while for running CNN benchmarks.",ORG,"X, X X analyzes the performance of 6.8",descriptive,low,False,True,False,False,,hyphen_count=1; comma_count=3,ORG
03_TVLSI:paper_10,TVLSI,Results,,4,"In the following, we compare the Muxes-based Soft SIMD microarchitecture 6.6% and 13.3%. performance of each 48-bit datapath for the three implemen- These again prove a better resilience to tighter timing contations in Table V.",RESULT,"X the following, we compare the X X X microarchitecture 6.6",causal/generalization,very_high,False,True,False,True,,hyphen_count=3; comma_count=1,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,5,We consider the same operating conditions straints for the Guardbits-based Soft SIMD microarchitecture.,SETUP,X consider the same operating conditions straints for the X X X microarchitecture.,limitation,low,False,False,False,False,,hyphen_count=1,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,6,"(e.g., voltage, frequency) and workload (CNN benchmarks) B.",SETUP,"(e.g., voltage, frequency) and workload (X benchmarks) X.",descriptive,none,False,False,False,False,,parentheses_count=4; comma_count=2,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,7,"Speed and Energy Evaluation of Iterative Multiplication for all of them and explore trade-offs between area, latency, and energy consumption.",SETUP,"X and X X of X X for all of them and explore trade-offs between area, latency, and energy consumption.",descriptive,low,False,False,False,False,,hyphen_count=1; comma_count=2,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,8,1) Soft SIMD Multiplication Cycle Count: The shifter range (‘shift3’ or ‘shift7’) affects not only the area cost but also the A.,RESULT,1) X X X X X: X shifter range (‘shift3’ or ‘shift7’) affects not only the area cost but also the X.,causal/generalization,low,False,True,False,False,,colon_count=1; parentheses_count=3,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,9,Area Evaluation iterative amount cycles to complete a shift-add-based multipliFigure 13 compares the area of the proposed Guardbits- cation with CSD coding on both Guardbits-based and Muxesbased Soft SIMD microarchitecture and of two baselines when based Soft ...,RESULT,X X iterative amount cycles to complete a shift-add-based multipliFigure 13 compares the area of the proposed X- cation with X coding on both X and X X X microa,method,low,False,True,True,False,,hyphen_count=4,SETUP/RESULT
03_TVLSI:paper_10,TVLSI,Results,,10,"The average cycles (for synthesized at 200MHz and 1.0GHz, respectively. ‘shift3’, ‘shift7’, and a theoretical infinitely-wide shifter with First, the comparison shows that the area increase brought CSD coding, and the work in [9]–[12] without CSD coding) by ...",RESULT,"X average cycles (for synthesized at 200MHz and 1.0GHz, respectively. ‘shift3’, ‘shift7’, and a theoretical infinitely-wide shifter with X, the comparison shows",measurement,medium,True,True,False,False,,hyphen_count=1; en_dash_count=1; parentheses_count=2; comma_count=5,SETUP/RESULT
04_TC:paper_01,TC,Abstract,,1,—Matrix multiplication has always been a cornerstone in computer science.,BG,—X multiplication has always been a cornerstone in computer science.,descriptive,very_high,False,False,False,False,,em_dash_count=1,BG
