paper_id,title,venue,year,section_type,sentence_count,exact_sequence,collapsed_sequence,archetype_id,archetype_name,function_counts,evidence_quality
03_TVLSI:paper_03,A 66-Gb/s/5.5-W RISC-V Many-Core Cluster for 5G+ Software-Defined Radio Uplinks,TVLSI,2025,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_04,A Scalable FPGA Architecture With Adaptive Memory Utilization for GEMM-Based Operations,TVLSI,2025,Abstract,10,RESULT -> RESULT -> METHOD -> INTERPRET -> RESULT -> SETUP -> SETUP -> INTERPRET -> INTERPRET -> RESULT,RESULT -> METHOD -> INTERPRET -> RESULT -> SETUP -> INTERPRET -> RESULT,ABS_C,方法-验证-结果型,RESULT=4; INTERPRET=3; SETUP=2; METHOD=1,full_sequence
03_TVLSI:paper_04,A Scalable FPGA Architecture With Adaptive Memory Utilization for GEMM-Based Operations,TVLSI,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_04,A Scalable FPGA Architecture With Adaptive Memory Utilization for GEMM-Based Operations,TVLSI,2025,Introduction,1,GAP,GAP,INT_X,部分证据型,GAP=1,partial/notes-derived
03_TVLSI:paper_04,A Scalable FPGA Architecture With Adaptive Memory Utilization for GEMM-Based Operations,TVLSI,2025,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_05,Strassen Multisystolic Array Hardware Architectures,TVLSI,2025,Abstract,10,RESULT -> PROBLEM -> RESULT -> GAP -> INTERPRET -> GAP -> INTERPRET -> INTERPRET -> INTERPRET -> RESULT,RESULT -> PROBLEM -> RESULT -> GAP -> INTERPRET -> GAP -> INTERPRET -> RESULT,ABS_E,压缩/非典型型,INTERPRET=4; RESULT=3; GAP=2; PROBLEM=1,full_sequence
03_TVLSI:paper_05,Strassen Multisystolic Array Hardware Architectures,TVLSI,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_05,Strassen Multisystolic Array Hardware Architectures,TVLSI,2025,Introduction,1,GAP,GAP,INT_X,部分证据型,GAP=1,partial/notes-derived
03_TVLSI:paper_05,Strassen Multisystolic Array Hardware Architectures,TVLSI,2025,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_06,CapsBeam: Accelerating Capsule Network-Based Beamformer for Ultrasound Nonsteered Plane-Wave Imaging on Field-Programmable Gate Array,TVLSI,2025,Abstract,10,BG -> RESULT -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET -> INTERPRET -> RESULT -> RESULT -> RESULT,BG -> RESULT -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET -> RESULT,ABS_A,完整摘要链,RESULT=4; INTERPRET=3; BG=1; METHOD=1; PROBLEM=1,full_sequence
03_TVLSI:paper_06,CapsBeam: Accelerating Capsule Network-Based Beamformer for Ultrasound Nonsteered Plane-Wave Imaging on Field-Programmable Gate Array,TVLSI,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_06,CapsBeam: Accelerating Capsule Network-Based Beamformer for Ultrasound Nonsteered Plane-Wave Imaging on Field-Programmable Gate Array,TVLSI,2025,Introduction,1,GAP,GAP,INT_X,部分证据型,GAP=1,partial/notes-derived
03_TVLSI:paper_06,CapsBeam: Accelerating Capsule Network-Based Beamformer for Ultrasound Nonsteered Plane-Wave Imaging on Field-Programmable Gate Array,TVLSI,2025,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_07,SPEED: A Scalable RISC-V Vector Processor Enabling Efficient Multiprecision DNN Inference,TVLSI,2024,Abstract,10,BG -> INTERPRET -> RESULT -> RESULT -> NEED -> INTERPRET -> PROBLEM -> RESULT -> PROBLEM -> BOUNDARY,BG -> INTERPRET -> RESULT -> NEED -> INTERPRET -> PROBLEM -> RESULT -> PROBLEM -> BOUNDARY,ABS_E,压缩/非典型型,RESULT=3; INTERPRET=2; PROBLEM=2; BG=1; BOUNDARY=1; NEED=1,full_sequence
03_TVLSI:paper_07,SPEED: A Scalable RISC-V Vector Processor Enabling Efficient Multiprecision DNN Inference,TVLSI,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_07,SPEED: A Scalable RISC-V Vector Processor Enabling Efficient Multiprecision DNN Inference,TVLSI,2024,Introduction,1,GAP,GAP,INT_X,部分证据型,GAP=1,partial/notes-derived
03_TVLSI:paper_07,SPEED: A Scalable RISC-V Vector Processor Enabling Efficient Multiprecision DNN Inference,TVLSI,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_08,Detect and Replace: Efficient Soft Error Protection of FPGA-Based CNN Accelerators,TVLSI,2024,Abstract,10,SETUP -> RESULT -> SETUP -> PROBLEM -> RESULT -> SETUP -> RESULT -> RESULT -> SETUP -> METHOD,SETUP -> RESULT -> SETUP -> PROBLEM -> RESULT -> SETUP -> RESULT -> SETUP -> METHOD,ABS_B,问题-方法-结果型,RESULT=4; SETUP=4; METHOD=1; PROBLEM=1,full_sequence
03_TVLSI:paper_08,Detect and Replace: Efficient Soft Error Protection of FPGA-Based CNN Accelerators,TVLSI,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_08,Detect and Replace: Efficient Soft Error Protection of FPGA-Based CNN Accelerators,TVLSI,2024,Introduction,9,BG -> BG -> BG -> INTERPRET -> RESULT -> RESULT -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET -> RESULT -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=4; BG=3; RESULT=2,full_sequence
03_TVLSI:paper_08,Detect and Replace: Efficient Soft Error Protection of FPGA-Based CNN Accelerators,TVLSI,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_09,High-Throughput Bilinear Pairing Processor for Server-Side FPGA Applications,TVLSI,2024,Abstract,10,RESULT -> SETUP -> RESULT -> PROBLEM -> SETUP -> INTERPRET -> METHOD -> PROBLEM -> METHOD -> SETUP,RESULT -> SETUP -> RESULT -> PROBLEM -> SETUP -> INTERPRET -> METHOD -> PROBLEM -> METHOD -> SETUP,ABS_A,完整摘要链,SETUP=3; METHOD=2; PROBLEM=2; RESULT=2; INTERPRET=1,full_sequence
03_TVLSI:paper_09,High-Throughput Bilinear Pairing Processor for Server-Side FPGA Applications,TVLSI,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_09,High-Throughput Bilinear Pairing Processor for Server-Side FPGA Applications,TVLSI,2024,Introduction,1,GAP,GAP,INT_X,部分证据型,GAP=1,partial/notes-derived
03_TVLSI:paper_09,High-Throughput Bilinear Pairing Processor for Server-Side FPGA Applications,TVLSI,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
03_TVLSI:paper_10,An Energy Efficient Soft SIMD Microarchitecture and Its Application on Quantized CNNs,TVLSI,2024,Abstract,10,BG -> PROBLEM -> PROBLEM -> INTERPRET -> GAP -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> BOUNDARY,BG -> PROBLEM -> INTERPRET -> GAP -> INTERPRET -> BOUNDARY,ABS_E,压缩/非典型型,INTERPRET=5; PROBLEM=2; BG=1; BOUNDARY=1; GAP=1,full_sequence
03_TVLSI:paper_10,An Energy Efficient Soft SIMD Microarchitecture and Its Application on Quantized CNNs,TVLSI,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
03_TVLSI:paper_10,An Energy Efficient Soft SIMD Microarchitecture and Its Application on Quantized CNNs,TVLSI,2024,Introduction,7,BG -> ORG -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> ORG -> BG -> INTERPRET,INT_B,背景解释型,INTERPRET=4; BG=2; ORG=1,full_sequence
03_TVLSI:paper_10,An Energy Efficient Soft SIMD Microarchitecture and Its Application on Quantized CNNs,TVLSI,2024,Results,10,RESULT -> ORG -> ORG -> RESULT -> SETUP -> SETUP -> SETUP -> RESULT -> RESULT -> RESULT,RESULT -> ORG -> RESULT -> SETUP -> RESULT,RES_A,设置-多结果-解释型,RESULT=5; SETUP=3; ORG=2,full_sequence
04_TC:paper_01,Efficient Error Detection for Matrix Multiplication With Systolic Arrays on FPGAs,TC,2023,Abstract,9,BG -> INTERPRET -> INTERPRET -> INTERPRET -> PROBLEM -> PROBLEM -> GAP -> METHOD -> RESULT,BG -> INTERPRET -> PROBLEM -> GAP -> METHOD -> RESULT,ABS_A,完整摘要链,INTERPRET=3; PROBLEM=2; BG=1; GAP=1; METHOD=1; RESULT=1,full_sequence
04_TC:paper_01,Efficient Error Detection for Matrix Multiplication With Systolic Arrays on FPGAs,TC,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_01,Efficient Error Detection for Matrix Multiplication With Systolic Arrays on FPGAs,TC,2023,Introduction,8,BG -> RESULT -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> RESULT -> BG -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=5; BG=2; RESULT=1,full_sequence
04_TC:paper_01,Efficient Error Detection for Matrix Multiplication With Systolic Arrays on FPGAs,TC,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
04_TC:paper_02,Ara2: Exploring Single- and Multi-Core Vector Processing With an Efficient RVV 1.0 Compliant Open-Source Processor,TC,2024,Abstract,8,BG -> METHOD -> PROBLEM -> INTERPRET -> SETUP -> RESULT -> INTERPRET -> RESULT,BG -> METHOD -> PROBLEM -> INTERPRET -> SETUP -> RESULT -> INTERPRET -> RESULT,ABS_A,完整摘要链,INTERPRET=2; RESULT=2; BG=1; METHOD=1; PROBLEM=1; SETUP=1,full_sequence
04_TC:paper_02,Ara2: Exploring Single- and Multi-Core Vector Processing With an Efficient RVV 1.0 Compliant Open-Source Processor,TC,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_02,Ara2: Exploring Single- and Multi-Core Vector Processing With an Efficient RVV 1.0 Compliant Open-Source Processor,TC,2024,Introduction,8,BG -> BG -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> PROBLEM -> INTERPRET,INT_B,背景解释型,INTERPRET=5; BG=2; PROBLEM=1,full_sequence
04_TC:paper_02,Ara2: Exploring Single- and Multi-Core Vector Processing With an Efficient RVV 1.0 Compliant Open-Source Processor,TC,2024,Results,10,ORG -> SETUP -> RESULT -> PROBLEM -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT,ORG -> SETUP -> RESULT -> PROBLEM -> RESULT,RES_A,设置-多结果-解释型,RESULT=7; ORG=1; PROBLEM=1; SETUP=1,full_sequence
04_TC:paper_03,DeepFire2: A Convolutional Spiking Neural Network Accelerator on FPGAs,TC,2023,Abstract,8,BG -> INTERPRET -> RESULT -> INTERPRET -> PROBLEM -> RESULT -> RESULT -> RESULT,BG -> INTERPRET -> RESULT -> INTERPRET -> PROBLEM -> RESULT,ABS_D,结果密集型,RESULT=4; INTERPRET=2; BG=1; PROBLEM=1,full_sequence
04_TC:paper_03,DeepFire2: A Convolutional Spiking Neural Network Accelerator on FPGAs,TC,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_03,DeepFire2: A Convolutional Spiking Neural Network Accelerator on FPGAs,TC,2023,Introduction,12,BG -> NEED -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> RESULT,BG -> NEED -> BG -> INTERPRET -> RESULT,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=8; BG=2; NEED=1; RESULT=1,full_sequence
04_TC:paper_03,DeepFire2: A Convolutional Spiking Neural Network Accelerator on FPGAs,TC,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
04_TC:paper_04,Co-Design of Approximate Multilayer Perceptron for Ultra-Resource Constrained Printed Circuits,TC,2023,Abstract,4,BG -> PROBLEM -> METHOD -> RESULT,BG -> PROBLEM -> METHOD -> RESULT,ABS_B,问题-方法-结果型,BG=1; METHOD=1; PROBLEM=1; RESULT=1,full_sequence
04_TC:paper_04,Co-Design of Approximate Multilayer Perceptron for Ultra-Resource Constrained Printed Circuits,TC,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_04,Co-Design of Approximate Multilayer Perceptron for Ultra-Resource Constrained Printed Circuits,TC,2023,Introduction,6,PROBLEM -> BG -> BG -> INTERPRET -> INTERPRET -> INTERPRET,PROBLEM -> BG -> INTERPRET,INT_B,背景解释型,INTERPRET=3; BG=2; PROBLEM=1,full_sequence
04_TC:paper_04,Co-Design of Approximate Multilayer Perceptron for Ultra-Resource Constrained Printed Circuits,TC,2023,Results,10,ORG -> SETUP -> RESULT -> RESULT -> ORG -> RESULT -> RESULT -> RESULT -> RESULT -> SETUP,ORG -> SETUP -> RESULT -> ORG -> RESULT -> SETUP,RES_A,设置-多结果-解释型,RESULT=6; ORG=2; SETUP=2,full_sequence
04_TC:paper_05,Multi-Objective Hardware-Mapping Co-Optimisation for Multi-DNN Workloads on Chiplet-Based Accelerators,TC,2024,Abstract,9,SETUP -> INTERPRET -> METHOD -> INTERPRET -> METHOD -> PROBLEM -> BOUNDARY -> INTERPRET -> RESULT,SETUP -> INTERPRET -> METHOD -> INTERPRET -> METHOD -> PROBLEM -> BOUNDARY -> INTERPRET -> RESULT,ABS_A,完整摘要链,INTERPRET=3; METHOD=2; BOUNDARY=1; PROBLEM=1; RESULT=1; SETUP=1,full_sequence
04_TC:paper_05,Multi-Objective Hardware-Mapping Co-Optimisation for Multi-DNN Workloads on Chiplet-Based Accelerators,TC,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_05,Multi-Objective Hardware-Mapping Co-Optimisation for Multi-DNN Workloads on Chiplet-Based Accelerators,TC,2024,Introduction,10,BG -> BG -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET,INT_B,背景解释型,INTERPRET=7; BG=3,full_sequence
04_TC:paper_05,Multi-Objective Hardware-Mapping Co-Optimisation for Multi-DNN Workloads on Chiplet-Based Accelerators,TC,2024,Results,9,ORG -> RESULT -> SETUP -> RESULT -> SETUP -> RESULT -> RESULT -> RESULT -> SETUP,ORG -> RESULT -> SETUP -> RESULT -> SETUP -> RESULT -> SETUP,RES_A,设置-多结果-解释型,RESULT=5; SETUP=3; ORG=1,full_sequence
04_TC:paper_06,FPGA-Accelerated Range-Limited Molecular Dynamics,TC,2024,Abstract,10,SETUP -> INTERPRET -> SETUP -> GAP -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET -> BOUNDARY -> BOUNDARY,SETUP -> INTERPRET -> SETUP -> GAP -> PROBLEM -> INTERPRET -> BOUNDARY,ABS_E,压缩/非典型型,INTERPRET=4; BOUNDARY=2; SETUP=2; GAP=1; PROBLEM=1,full_sequence
04_TC:paper_06,FPGA-Accelerated Range-Limited Molecular Dynamics,TC,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_06,FPGA-Accelerated Range-Limited Molecular Dynamics,TC,2024,Introduction,10,SETUP -> SETUP -> BG -> NEED -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> RESULT -> PROBLEM,SETUP -> BG -> NEED -> INTERPRET -> RESULT -> PROBLEM,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=4; SETUP=2; BG=1; NEED=1; PROBLEM=1; RESULT=1,full_sequence
04_TC:paper_06,FPGA-Accelerated Range-Limited Molecular Dynamics,TC,2024,Results,8,SETUP -> SETUP -> SETUP -> SETUP -> RESULT -> SETUP -> RESULT -> RESULT,SETUP -> RESULT -> SETUP -> RESULT,RES_D,短结果链型,SETUP=5; RESULT=3,full_sequence
04_TC:paper_07,Fast Inner-Product Algorithms and Architectures for Deep Neural Network Accelerators,TC,2023,Abstract,6,METHOD -> INTERPRET -> SETUP -> INTERPRET -> RESULT -> RESULT,METHOD -> INTERPRET -> SETUP -> INTERPRET -> RESULT,ABS_C,方法-验证-结果型,INTERPRET=2; RESULT=2; METHOD=1; SETUP=1,full_sequence
04_TC:paper_07,Fast Inner-Product Algorithms and Architectures for Deep Neural Network Accelerators,TC,2023,Contribution,2,CONTRIB -> CONTRIB,CONTRIB,CON_B,多条贡献块,CONTRIB=2,full_sequence
04_TC:paper_07,Fast Inner-Product Algorithms and Architectures for Deep Neural Network Accelerators,TC,2023,Introduction,11,BG -> BG -> BG -> INTERPRET -> PROBLEM -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET,INT_B,背景解释型,INTERPRET=5; BG=3; PROBLEM=3,full_sequence
04_TC:paper_07,Fast Inner-Product Algorithms and Architectures for Deep Neural Network Accelerators,TC,2023,Results,10,ORG -> SETUP -> SETUP -> NEED -> RESULT -> RESULT -> RESULT -> SETUP -> RESULT -> RESULT,ORG -> SETUP -> NEED -> RESULT -> SETUP -> RESULT,RES_A,设置-多结果-解释型,RESULT=5; SETUP=3; NEED=1; ORG=1,full_sequence
04_TC:paper_08,TOP: Towards Open & Predictable Heterogeneous SoCs,TC,2024,Abstract,7,BG -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> BOUNDARY -> RESULT,BG -> INTERPRET -> PROBLEM -> INTERPRET -> BOUNDARY -> RESULT,ABS_E,压缩/非典型型,INTERPRET=3; BG=1; BOUNDARY=1; PROBLEM=1; RESULT=1,full_sequence
04_TC:paper_08,TOP: Towards Open & Predictable Heterogeneous SoCs,TC,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_08,TOP: Towards Open & Predictable Heterogeneous SoCs,TC,2024,Introduction,9,BG -> BG -> RESULT -> INTERPRET -> INTERPRET -> INTERPRET -> PROBLEM -> NEED -> NEED,BG -> RESULT -> INTERPRET -> PROBLEM -> NEED,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=3; BG=2; NEED=2; PROBLEM=1; RESULT=1,full_sequence
04_TC:paper_08,TOP: Towards Open & Predictable Heterogeneous SoCs,TC,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,6,BG -> INTERPRET -> SETUP -> SETUP -> SETUP -> SETUP,BG -> INTERPRET -> SETUP,ABS_E,压缩/非典型型,SETUP=4; BG=1; INTERPRET=1,full_sequence
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,10,BG -> BG -> PROBLEM -> RESULT -> INTERPRET -> INTERPRET -> PROBLEM -> PROBLEM -> PROBLEM -> INTERPRET,BG -> PROBLEM -> RESULT -> INTERPRET -> PROBLEM -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,PROBLEM=4; INTERPRET=3; BG=2; RESULT=1,full_sequence
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,8,BG -> INTERPRET -> METHOD -> INTERPRET -> METHOD -> RESULT -> RESULT -> BOUNDARY,BG -> INTERPRET -> METHOD -> INTERPRET -> METHOD -> RESULT -> BOUNDARY,ABS_A,完整摘要链,INTERPRET=2; METHOD=2; RESULT=2; BG=1; BOUNDARY=1,full_sequence
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,10,BG -> BG -> BG -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET -> PROBLEM -> INTERPRET,BG -> INTERPRET -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET,INT_B,背景解释型,INTERPRET=5; BG=3; PROBLEM=2,full_sequence
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,10,ORG -> SETUP -> SETUP -> SETUP -> SETUP -> RESULT -> SETUP -> SETUP -> RESULT -> RESULT,ORG -> SETUP -> RESULT -> SETUP -> RESULT,RES_B,结构化实验段型,SETUP=6; RESULT=3; ORG=1,full_sequence
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,8,BG -> METHOD -> INTERPRET -> INTERPRET -> SETUP -> INTERPRET -> SETUP -> METHOD,BG -> METHOD -> INTERPRET -> SETUP -> INTERPRET -> SETUP -> METHOD,ABS_E,压缩/非典型型,INTERPRET=3; METHOD=2; SETUP=2; BG=1,full_sequence
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Introduction,8,BG -> BG -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET,INT_B,背景解释型,INTERPRET=5; BG=3,full_sequence
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
05_TCAD:paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,TCAD,2024,Abstract,10,BG -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET -> RESULT -> INTERPRET -> INTERPRET -> INTERPRET -> BOUNDARY,BG -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET -> RESULT -> INTERPRET -> BOUNDARY,ABS_A,完整摘要链,INTERPRET=5; BG=1; BOUNDARY=1; METHOD=1; PROBLEM=1; RESULT=1,full_sequence
05_TCAD:paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,TCAD,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,TCAD,2024,Introduction,9,BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> NEED -> INTERPRET -> RESULT,BG -> INTERPRET -> NEED -> INTERPRET -> RESULT,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=6; BG=1; NEED=1; RESULT=1,full_sequence
05_TCAD:paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,TCAD,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Abstract,10,RESULT -> INTERPRET -> PROBLEM -> NEED -> RESULT -> INTERPRET -> INTERPRET -> RESULT -> RESULT -> RESULT,RESULT -> INTERPRET -> PROBLEM -> NEED -> RESULT -> INTERPRET -> RESULT,ABS_D,结果密集型,RESULT=5; INTERPRET=3; NEED=1; PROBLEM=1,full_sequence
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Introduction,7,BG -> GAP -> BG -> RESULT -> INTERPRET -> INTERPRET -> INTERPRET,BG -> GAP -> BG -> RESULT -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=3; BG=2; GAP=1; RESULT=1,full_sequence
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Results,9,SETUP -> SETUP -> RESULT -> RESULT -> SETUP -> PROBLEM -> SETUP -> RESULT -> SETUP,SETUP -> RESULT -> SETUP -> PROBLEM -> SETUP -> RESULT -> SETUP,RES_D,短结果链型,SETUP=5; RESULT=3; PROBLEM=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Abstract,8,BG -> METHOD -> METHOD -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT,BG -> METHOD -> RESULT,ABS_C,方法-验证-结果型,RESULT=5; METHOD=2; BG=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Introduction,9,BG -> BG -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> NEED,BG -> INTERPRET -> NEED,INT_E,非典型引言型,INTERPRET=5; BG=3; NEED=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Results,9,ORG -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT,ORG -> RESULT,RES_C,结果密集型,RESULT=8; ORG=1,full_sequence
05_TCAD:paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,TCAD,2023,Abstract,10,RESULT -> INTERPRET -> PROBLEM -> GAP -> INTERPRET -> INTERPRET -> PROBLEM -> METHOD -> RESULT -> RESULT,RESULT -> INTERPRET -> PROBLEM -> GAP -> INTERPRET -> PROBLEM -> METHOD -> RESULT,ABS_A,完整摘要链,INTERPRET=3; RESULT=3; PROBLEM=2; GAP=1; METHOD=1,full_sequence
05_TCAD:paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
