paper_id,title,venue,year,section_type,unit_index,unit_text_short,function_label,function_chain,confidence,evidence_source,imitate_rule,avoid_rule
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,3,Successful operation of specific logic functions is crucial for effective processing-in-memory.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_02.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,4,"Memristive nonstateful logic techniques are compatible with CMOS logic and can be integrated into a 1T1R memory array, similar to commercial RRAM products.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_02.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,5,This paper analyzes and demonstrates two nonstateful logic techniques: 1T1R logic and scouting logic.,METHOD,TASK/METHOD,high,02_TCASII\metadata\extracted_text\paper_02.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,6,"As a first step, the used 1T1R SiOx valence change mechanism memristors are characterized in reference to their feasibility to perform logic functions.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_02.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,7,"Various logical functions of the two logic techniques are experimentally demonstrated, showing correct functionality in all cases.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_02.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,8,"Following the results, the challenges and limitations of the RRAM characteristics and 1T1R configuration for the application in logical functions are discussed.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_02.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,9,"I NTRODUCTION I N times of reaching the end of Moore’s law and dealing with the issue of the memory wall, the search for efficient methods of non-von Neumann computing employs many scientists and engineers [1], [2].",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_02.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_02,Experimental Demonstration of Non-Stateful In-Memory Logic With 1T1R OxRAM Valence Change Mechanism Memristors,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,10,"Recently, the research fields of neuromorphic computing and computing in-memory have caught a lot of attention [3], [4], [5], [6].",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_02.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,1,—Data-retention flip-flops (DR-FF) provide an efficient state retention capability for any processor with frequent active-to-sleep mode transitions.,BG,BG,medium,02_TCASII\metadata\extracted_text\paper_03.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,2,"This brief proposes new ultralow-power balloon-based DR-FFs operating over a wide supply voltage range achieving a sleep mode power consumption as low as 380 fW, an improvement of 185× over the previously reported CMOS DR-FFs.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,3,The proposed DR-FFs have significantly lower transition mode energy consumption compared to prior-art non-volatile DR-FFs (> 18×).,RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,4,"The proposed DRFFs consume the lowest total energy (sleep, store and restore modes) for sleep mode times less than 520 ms.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,5,"Additionally, the designed DR-FFs are comparable with most of the NV-FFs in literature for sleep times of up to 100 s, while eliminating the drawbacks of Non-volatile data retention FFs (higher/multiple supplies, integration/endurance issues).",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,6,Sleep mode leakage power consumption vs state-transition energy consumption for DR-FFs and NV-FFs.,PROBLEM,PROBLEM,high,02_TCASII\metadata\extracted_text\paper_03.txt,"?????????/??/?????????? challenging? Venue cue: brief, local contribution with hard numbers.",???? generic challenge? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,7,I NTRODUCTION OT DEVICES operating using a small battery and/or an energy harvesting source often require an ultra-low-power sleep mode with data/state retention capability to achieve 1) a long operational lifetime and 2) consistent task execution.,RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,8,"Traditionally, power gating a processor along with a data retention capability is the most efficient way to minimize sleep power [1], [2], [3].",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,9,"In this technique, critical data is maintained in an ultra-low power circuitry during sleep mode to guarantee continuous operation when the system is reactivated.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_03.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_03,A 380 fW Leakage Data Retention Flip-Flop for Short Sleep Periods,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,10,"In the prior art there are two approaches to achieve a low leakage flip-flop (FF) with data retention capability 1) nonvolatile data retention FF (NV-FF) [1], [2], [3], [4], [5], [6], [7], [8], [9], [10] and 2) CMOS FF with a balloon latch (DRFF).",GAP,PROBLEM/GAP,high,02_TCASII\metadata\extracted_text\paper_03.txt,"??????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? gap ????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,1,—The use of Approximate Arithmetic Units (AAUs) in an error-tolerant application enhance circuit performance and reduce power consumption.,RESULT,RESULT/INTERPRET,high,02_TCASII\metadata\extracted_text\paper_04.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,2,"Recently, a lot of technical work is reported on the Approximate High-Level Synthesis (AHLS) where these AAUs are used to create high-quality approximate system-level designs, To enhance the quality of approximate designs produced by AHLS the existing studies ...",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_04.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,3,"Therefore, the objective of this work is to delve into the error correction capabilities of AAUs that have not received adequate attention and integrate them in AHLS design.",NEED,GAP/NEED,medium,02_TCASII\metadata\extracted_text\paper_04.txt,"??????? gap ??????????????????? Venue cue: brief, local contribution with hard numbers.",??????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,4,This effort provides new perspectives and methods to improve the quality of AHLS design exploration.,RESULT,RESULT/INTERPRET,high,02_TCASII\metadata\extracted_text\paper_04.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,5,"To achieve this, we propose a novel metric for evaluating the error correction capabilities of AAUs, detailing its calculation method and properties.",METHOD,TASK/METHOD,high,02_TCASII\metadata\extracted_text\paper_04.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,6,We applied this metric to two AHLS case studies and experimentally validated its effectiveness as AHLS achieved superior approximate designs.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_04.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,7,"I NTRODUCTION The approximate arithmetic units (AAUs) use an approximation design philosophy that allows controlled computational errors to significantly reduce energy consumption and enhance computation speed, optimizing computing resources while maintaining ...",RESULT,RESULT/INTERPRET,high,02_TCASII\metadata\extracted_text\paper_04.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,8,The AAUs have already been successfully applied in error-tolerant applications.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_04.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,9,"For example, [1] replaced the precise operations of a Gaussian filter with an approximate multiplier, resulting in 32.5% power savings.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_04.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_04,A Novel Error Metric for Evaluating the Error Correction Capability of Approximate Units,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,10,"Additionally, [2] described the design of an approximate multiplier for machine learning, which improved the energy efficiency by 1.7x (up to 2.1x) with negligible impact on machine learning accuracy.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_04.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,1,"—Temporal Neural Networks (TNNs), a special class of spiking neural networks, draw inspiration from the neocortex in utilizing spike-timings for information processing.",BG,BG,medium,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,2,Recent works proposed a microarchitecture framework and custom macro suite for designing highly energy-efficient application-specific TNNs.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,3,"These recent works rely on manual hardware design, a laborintensive and time-consuming process.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,4,"Further, there is no opensource functional simulation framework for TNNs.",SETUP,METHOD/SETUP,medium,02_TCASII\metadata\extracted_text\paper_05.txt,"?????workload?benchmark?FPGA/ASIC/????????? Venue cue: brief, local contribution with hard numbers.",??????/??????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,5,"This paper introduces TNNGen, a pioneering effort towards the automated design of TNNs from PyTorch software models to post-layout netlists.",METHOD,TASK/METHOD,high,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,6,TNNGen comprises a novel PyTorch functional simulator (for TNN modeling and application exploration) coupled with a Python-based hardware generator (for PyTorch-to-RTL and RTL-to-Layout conversions).,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,7,Seven representative TNN designs for time-series signal clustering across diverse sensory modalities are simulated and their post-layout hardware complexity and design runtimes are assessed to demonstrate the effectiveness of TNNGen.,RESULT,RESULT/INTERPRET,high,02_TCASII\metadata\extracted_text\paper_05.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,8,We also highlight TNNGen’s ability to accurately forecast silicon metrics without running hardware process flow.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,9,"I NTRODUCTION AND BACKGROUND Deep neural networks (DNNs) [5] have emerged as the de facto technology for artificial intelligence (AI), even surpassing human-like sensory processing capabilities.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_05.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_05,TNNGen: Automated Design of Neuromorphic Sensory Processing Units for Time-Series Clustering,IEEE Transactions on Circuits and Systems II: Express Briefs,2024,Abstract,10,"However, this impressive progress comes with an exponential surge in compute demands and energy consumption, raising concerns about long term sustainability of this trend [9], [11], [18].",PROBLEM,PROBLEM,high,02_TCASII\metadata\extracted_text\paper_05.txt,"?????????/??/?????????? challenging? Venue cue: brief, local contribution with hard numbers.",???? generic challenge? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,1,—The Number Theoretic Transform (NTT) and its inverse (INTT) are pivotal operations in Fully Homomorphic Encryption (FHE) schemes to facilitate efficient polynomial multiplication over modular rings.,BG,BG,medium,02_TCASII\metadata\extracted_text\paper_06.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,2,"We propose a compact and hardware-efficient NTT/INTT architecture for FHE systems with a novel twiddle factor generator (TFG) for Radix-2 multi-path delay commutator (MDC) designs, saving up to 97.2% of onchip memory by storing the twiddle factors (TF) for ...",METHOD,TASK/METHOD,high,02_TCASII\metadata\extracted_text\paper_06.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,3,"DSP-efficient multipliers via non-standard tiling are designed to reduce DSP utilization as compared to standard tiling, without sacrificing performance.",RESULT,RESULT/INTERPRET,high,02_TCASII\metadata\extracted_text\paper_06.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,4,"Benchmarking on comparable Xilinx FPGAs reveals that our design is the most compact, along with a significant efficiency advantage with up to 2.72× reduction in average area-time product (ATP) and up to 2.57× increase in throughput-per-equivalentLUT (TPE) ...",RESULT,SETUP/RESULT,high,02_TCASII\metadata\extracted_text\paper_06.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,5,"In various configurations, the architecture maintains lower BRAM and DSP utilization, and better overall efficiency, making it a scalable and efficient solution for real-world FHE deployments.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_06.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,6,"I NTRODUCTION Polynomial arithmetic, in particular polynomial multiplication, is crucial to modern cryptographic schemes such as Fully Homomorphic Encryption (FHE) and Post-Quantum Cryptography (PQC) [1].",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_06.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,7,Polynomial multiplication tends to be a bottleneck operation in these schemes.,PROBLEM,PROBLEM,high,02_TCASII\metadata\extracted_text\paper_06.txt,"?????????/??/?????????? challenging? Venue cue: brief, local contribution with hard numbers.",???? generic challenge? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,8,"The Number Theoretic Transform (NTT) comes into play here, reducing the complexity from O(n2 ) to O(n log2 n), making it a musthave component of FHE hardware designs.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_06.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,9,"There are two commonly used pipelined architectures for NTT, namely the single-path delay feedback (SDF) and multipath delay commutator (MDC) architectures, with their respective performance-resource trade-offs.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_06.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_06,A Lightweight and Hardware-Efficient NTT FPGA Accelerator for FHE Applications,IEEE Transactions on Circuits and Systems II: Express Briefs,2025,Abstract,10,"Different cryptographic schemes use a range of polynomial degrees (N ) and modulus lengths, e.g., FHE generally uses N values from 215 to 217 with bit widths (log2 (q)) of 50 to 64 bits.",RESULT,RESULT,high,02_TCASII\metadata\extracted_text\paper_06.txt,"??????? + ?? + baseline/?? + ????? Venue cue: brief, local contribution with hard numbers.",????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,1,—This tutorial brief shows how Artificial Neural Networks (ANNs) can be used for the optimization and automated design of analog and mixed-signal circuits.,BG,BG,medium,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",?????????????????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,2,A survey of conventional and computational-intelligence design methods is given as a motivation towards using ANNs as optimization engines.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,3,"A step-by-step procedure is described explaining the key aspects to consider in our approach, such as dataset preparation, ANNs modeling, training, and optimization of network hyperparameters.",SETUP,METHOD/SETUP,medium,02_TCASII\metadata\extracted_text\paper_07.txt,"?????workload?benchmark?FPGA/ASIC/????????? Venue cue: brief, local contribution with hard numbers.",??????/??????????? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,4,"As an application, two case studies at different hierarchy levels are presented.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,5,"The first one is the system-level sizing of Sigma-Delta Modulators (Σ∆Ms), where ANNs are combined with behavioral simulations to generate valid circuit-level design variables for a given set of specifications.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,6,The second example combines ANNs with electrical simulators to optimize the circuitlevel design of operational transconductance amplifiers.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,7,The results validate the presented approach and show its benefits with respect to prior art on synthesis methods of analog and mixed-signal circuits and systems.,INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
02_TCASII:paper_07,Design Automation of Analog and Mixed-Signal Circuits Using Neural Networks - A Tutorial Brief,IEEE Transactions on Circuits and Systems II: Express Briefs,2023,Abstract,8,"I NTRODUCTION P ROMPTED by technology downscaling, modern electronic devices are predominantly constructed using digital circuits.",INTERPRET,SUPPORT/INTERPRET,low,02_TCASII\metadata\extracted_text\paper_07.txt,"?????????????????????????? Venue cue: brief, local contribution with hard numbers.",??? observation ? conclusion? Venue caution: avoid long survey-style build-up.
