doi,venue_group,year,title,source_type,status,url,notes
10.1109/tvlsi.2020.3011648,TVLSI,2020,Unified Analog PUF and TRNG Based on Current-Steering DAC and VCO,dblp,search_url_only,https://dblp.org/search?q=%22Unified%20Analog%20PUF%20and%20TRNG%20Based%20on%20Current-Steering%20DAC%20and%20VCO%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2020.3011648,TVLSI,2020,Unified Analog PUF and TRNG Based on Current-Steering DAC and VCO,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22Unified%20Analog%20PUF%20and%20TRNG%20Based%20on%20Current-Steering%20DAC%20and%20VCO%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2023.3328602,TVLSI,2023,A 0.116 pJ/bit Latch-Based True Random Number Generator Featuring Static Inverter Selection and Noise Enhancement,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%200.116%20pJ%2Fbit%20Latch-Based%20True%20Random%20Number%20Generator%20Featuring%20Static%20Inverter%20Selection%20and%20Noise%20Enhancement%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2023.3328602,TVLSI,2023,A 0.116 pJ/bit Latch-Based True Random Number Generator Featuring Static Inverter Selection and Noise Enhancement,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%200.116%20pJ%2Fbit%20Latch-Based%20True%20Random%20Number%20Generator%20Featuring%20Static%20Inverter%20Selection%20and%20Noise%20Enhancement%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2023.3328602,TVLSI,2023,A 0.116 pJ/bit Latch-Based True Random Number Generator Featuring Static Inverter Selection and Noise Enhancement,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%200.116%20pJ%2Fbit%20Latch-Based%20True%20Random%20Number%20Generator%20Featuring%20Static%20Inverter%20Selection%20and%20Noise%20Enhancement%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2023.3328602,TVLSI,2023,A 0.116 pJ/bit Latch-Based True Random Number Generator Featuring Static Inverter Selection and Noise Enhancement,dblp,search_url_only,https://dblp.org/search?q=%22A%200.116%20pJ%2Fbit%20Latch-Based%20True%20Random%20Number%20Generator%20Featuring%20Static%20Inverter%20Selection%20and%20Noise%20Enhancement%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2023.3328602,TVLSI,2023,A 0.116 pJ/bit Latch-Based True Random Number Generator Featuring Static Inverter Selection and Noise Enhancement,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%200.116%20pJ%2Fbit%20Latch-Based%20True%20Random%20Number%20Generator%20Featuring%20Static%20Inverter%20Selection%20and%20Noise%20Enhancement%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2024.3448503,TVLSI,2024,Unveiling the True Power of the Latched Ring Oscillator for a Unified PUF and TRNG Architecture,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22Unveiling%20the%20True%20Power%20of%20the%20Latched%20Ring%20Oscillator%20for%20a%20Unified%20PUF%20and%20TRNG%20Architecture%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2024.3448503,TVLSI,2024,Unveiling the True Power of the Latched Ring Oscillator for a Unified PUF and TRNG Architecture,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22Unveiling%20the%20True%20Power%20of%20the%20Latched%20Ring%20Oscillator%20for%20a%20Unified%20PUF%20and%20TRNG%20Architecture%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2024.3448503,TVLSI,2024,Unveiling the True Power of the Latched Ring Oscillator for a Unified PUF and TRNG Architecture,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22Unveiling%20the%20True%20Power%20of%20the%20Latched%20Ring%20Oscillator%20for%20a%20Unified%20PUF%20and%20TRNG%20Architecture%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2024.3448503,TVLSI,2024,Unveiling the True Power of the Latched Ring Oscillator for a Unified PUF and TRNG Architecture,dblp,search_url_only,https://dblp.org/search?q=%22Unveiling%20the%20True%20Power%20of%20the%20Latched%20Ring%20Oscillator%20for%20a%20Unified%20PUF%20and%20TRNG%20Architecture%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2024.3448503,TVLSI,2024,Unveiling the True Power of the Latched Ring Oscillator for a Unified PUF and TRNG Architecture,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22Unveiling%20the%20True%20Power%20of%20the%20Latched%20Ring%20Oscillator%20for%20a%20Unified%20PUF%20and%20TRNG%20Architecture%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2025.3608292,TVLSI,2025,IRCA-TRNG: A Lightweight Dual-Ring Chaotic TRNG With Perturbation Refresh for High Throughput,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22IRCA-TRNG%3A%20A%20Lightweight%20Dual-Ring%20Chaotic%20TRNG%20With%20Perturbation%20Refresh%20for%20High%20Throughput%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2025.3608292,TVLSI,2025,IRCA-TRNG: A Lightweight Dual-Ring Chaotic TRNG With Perturbation Refresh for High Throughput,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22IRCA-TRNG%3A%20A%20Lightweight%20Dual-Ring%20Chaotic%20TRNG%20With%20Perturbation%20Refresh%20for%20High%20Throughput%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2025.3608292,TVLSI,2025,IRCA-TRNG: A Lightweight Dual-Ring Chaotic TRNG With Perturbation Refresh for High Throughput,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22IRCA-TRNG%3A%20A%20Lightweight%20Dual-Ring%20Chaotic%20TRNG%20With%20Perturbation%20Refresh%20for%20High%20Throughput%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2025.3608292,TVLSI,2025,IRCA-TRNG: A Lightweight Dual-Ring Chaotic TRNG With Perturbation Refresh for High Throughput,dblp,search_url_only,https://dblp.org/search?q=%22IRCA-TRNG%3A%20A%20Lightweight%20Dual-Ring%20Chaotic%20TRNG%20With%20Perturbation%20Refresh%20for%20High%20Throughput%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2025.3608292,TVLSI,2025,IRCA-TRNG: A Lightweight Dual-Ring Chaotic TRNG With Perturbation Refresh for High Throughput,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22IRCA-TRNG%3A%20A%20Lightweight%20Dual-Ring%20Chaotic%20TRNG%20With%20Perturbation%20Refresh%20for%20High%20Throughput%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2006.164,TC,2006,New Methods for Digital Generation and Postprocessing of Random Data,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22New%20Methods%20for%20Digital%20Generation%20and%20Postprocessing%20of%20Random%20Data%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2006.164,TC,2006,New Methods for Digital Generation and Postprocessing of Random Data,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22New%20Methods%20for%20Digital%20Generation%20and%20Postprocessing%20of%20Random%20Data%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2006.164,TC,2006,New Methods for Digital Generation and Postprocessing of Random Data,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22New%20Methods%20for%20Digital%20Generation%20and%20Postprocessing%20of%20Random%20Data%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2006.164,TC,2006,New Methods for Digital Generation and Postprocessing of Random Data,dblp,search_url_only,https://dblp.org/search?q=%22New%20Methods%20for%20Digital%20Generation%20and%20Postprocessing%20of%20Random%20Data%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2006.164,TC,2006,New Methods for Digital Generation and Postprocessing of Random Data,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22New%20Methods%20for%20Digital%20Generation%20and%20Postprocessing%20of%20Random%20Data%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2007.250627,TC,2006,A Provably Secure True Random Number Generator with Built-In Tolerance to Active Attacks,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20Provably%20Secure%20True%20Random%20Number%20Generator%20with%20Built-In%20Tolerance%20to%20Active%20Attacks%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2007.250627,TC,2006,A Provably Secure True Random Number Generator with Built-In Tolerance to Active Attacks,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20Provably%20Secure%20True%20Random%20Number%20Generator%20with%20Built-In%20Tolerance%20to%20Active%20Attacks%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2007.250627,TC,2006,A Provably Secure True Random Number Generator with Built-In Tolerance to Active Attacks,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20Provably%20Secure%20True%20Random%20Number%20Generator%20with%20Built-In%20Tolerance%20to%20Active%20Attacks%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2007.250627,TC,2006,A Provably Secure True Random Number Generator with Built-In Tolerance to Active Attacks,dblp,search_url_only,https://dblp.org/search?q=%22A%20Provably%20Secure%20True%20Random%20Number%20Generator%20with%20Built-In%20Tolerance%20to%20Active%20Attacks%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2007.250627,TC,2006,A Provably Secure True Random Number Generator with Built-In Tolerance to Active Attacks,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20Provably%20Secure%20True%20Random%20Number%20Generator%20with%20Built-In%20Tolerance%20to%20Active%20Attacks%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2022.3218986,TC,2022,Birds of the Same Feather Flock Together: A Dual-Mode Circuit Candidate for Strong PUF-TRNG Functionalities,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22Birds%20of%20the%20Same%20Feather%20Flock%20Together%3A%20A%20Dual-Mode%20Circuit%20Candidate%20for%20Strong%20PUF-TRNG%20Functionalities%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2022.3218986,TC,2022,Birds of the Same Feather Flock Together: A Dual-Mode Circuit Candidate for Strong PUF-TRNG Functionalities,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22Birds%20of%20the%20Same%20Feather%20Flock%20Together%3A%20A%20Dual-Mode%20Circuit%20Candidate%20for%20Strong%20PUF-TRNG%20Functionalities%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2022.3218986,TC,2022,Birds of the Same Feather Flock Together: A Dual-Mode Circuit Candidate for Strong PUF-TRNG Functionalities,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22Birds%20of%20the%20Same%20Feather%20Flock%20Together%3A%20A%20Dual-Mode%20Circuit%20Candidate%20for%20Strong%20PUF-TRNG%20Functionalities%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2022.3218986,TC,2022,Birds of the Same Feather Flock Together: A Dual-Mode Circuit Candidate for Strong PUF-TRNG Functionalities,dblp,search_url_only,https://dblp.org/search?q=%22Birds%20of%20the%20Same%20Feather%20Flock%20Together%3A%20A%20Dual-Mode%20Circuit%20Candidate%20for%20Strong%20PUF-TRNG%20Functionalities%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tc.2022.3218986,TC,2022,Birds of the Same Feather Flock Together: A Dual-Mode Circuit Candidate for Strong PUF-TRNG Functionalities,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22Birds%20of%20the%20Same%20Feather%20Flock%20Together%3A%20A%20Dual-Mode%20Circuit%20Candidate%20for%20Strong%20PUF-TRNG%20Functionalities%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2021.3096464,TCAD,2021,A Lightweight Full Entropy TRNG With On-Chip Entropy Assurance,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20Lightweight%20Full%20Entropy%20TRNG%20With%20On-Chip%20Entropy%20Assurance%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2021.3096464,TCAD,2021,A Lightweight Full Entropy TRNG With On-Chip Entropy Assurance,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20Lightweight%20Full%20Entropy%20TRNG%20With%20On-Chip%20Entropy%20Assurance%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2021.3096464,TCAD,2021,A Lightweight Full Entropy TRNG With On-Chip Entropy Assurance,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20Lightweight%20Full%20Entropy%20TRNG%20With%20On-Chip%20Entropy%20Assurance%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2021.3096464,TCAD,2021,A Lightweight Full Entropy TRNG With On-Chip Entropy Assurance,dblp,search_url_only,https://dblp.org/search?q=%22A%20Lightweight%20Full%20Entropy%20TRNG%20With%20On-Chip%20Entropy%20Assurance%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2021.3096464,TCAD,2021,A Lightweight Full Entropy TRNG With On-Chip Entropy Assurance,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20Lightweight%20Full%20Entropy%20TRNG%20With%20On-Chip%20Entropy%20Assurance%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2021.3096464,TCAD,2021,A Lightweight Full Entropy TRNG With On-Chip Entropy Assurance,researchgate,manual_request_only,https://www.researchgate.net/publication/353204157_A_Lightweight_Full_Entropy_TRNG_with_On-chip_Entropy_Assurance,ResearchGate page says Request full-text PDF.
10.1109/tcad.2023.3237957,TCAD,2023,A Lightweight True Random Number Generator for Root of Trust Applications,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20Lightweight%20True%20Random%20Number%20Generator%20for%20Root%20of%20Trust%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2023.3237957,TCAD,2023,A Lightweight True Random Number Generator for Root of Trust Applications,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20Lightweight%20True%20Random%20Number%20Generator%20for%20Root%20of%20Trust%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2023.3237957,TCAD,2023,A Lightweight True Random Number Generator for Root of Trust Applications,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20Lightweight%20True%20Random%20Number%20Generator%20for%20Root%20of%20Trust%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2023.3237957,TCAD,2023,A Lightweight True Random Number Generator for Root of Trust Applications,dblp,search_url_only,https://dblp.org/search?q=%22A%20Lightweight%20True%20Random%20Number%20Generator%20for%20Root%20of%20Trust%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2023.3237957,TCAD,2023,A Lightweight True Random Number Generator for Root of Trust Applications,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20Lightweight%20True%20Random%20Number%20Generator%20for%20Root%20of%20Trust%20Applications%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22An%20Overview%20of%20Hardware%20Security%20and%20Trust%3A%20Threats%2C%20Countermeasures%2C%20and%20Design%20Tools%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22An%20Overview%20of%20Hardware%20Security%20and%20Trust%3A%20Threats%2C%20Countermeasures%2C%20and%20Design%20Tools%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22An%20Overview%20of%20Hardware%20Security%20and%20Trust%3A%20Threats%2C%20Countermeasures%2C%20and%20Design%20Tools%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",dblp,search_url_only,https://dblp.org/search?q=%22An%20Overview%20of%20Hardware%20Security%20and%20Trust%3A%20Threats%2C%20Countermeasures%2C%20and%20Design%20Tools%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22An%20Overview%20of%20Hardware%20Security%20and%20Trust%3A%20Threats%2C%20Countermeasures%2C%20and%20Design%20Tools%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",institutional_repo,blocked_by_site_waf,https://dr.ntu.edu.sg/bitstream/10356/147019/2/TCAD_Hardware_Security_Survey.pdf,DR-NTU direct PDF candidate returned WAF/405 from this environment.
10.1109/tcad.2020.3047976,TCAD,2020,"An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools",institutional_repo,can_try_browser,https://hdl.handle.net/10356/147019,DR-NTU landing/handle page; browser/manual access may work.
10.1007/3-540-48059-5_18,CHES,1999,A Design of Reliable True Random Number Generator for Cryptographic Applications,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20Design%20of%20Reliable%20True%20Random%20Number%20Generator%20for%20Cryptographic%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-48059-5_18,CHES,1999,A Design of Reliable True Random Number Generator for Cryptographic Applications,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20Design%20of%20Reliable%20True%20Random%20Number%20Generator%20for%20Cryptographic%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-48059-5_18,CHES,1999,A Design of Reliable True Random Number Generator for Cryptographic Applications,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20Design%20of%20Reliable%20True%20Random%20Number%20Generator%20for%20Cryptographic%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-48059-5_18,CHES,1999,A Design of Reliable True Random Number Generator for Cryptographic Applications,dblp,search_url_only,https://dblp.org/search?q=%22A%20Design%20of%20Reliable%20True%20Random%20Number%20Generator%20for%20Cryptographic%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-48059-5_18,CHES,1999,A Design of Reliable True Random Number Generator for Cryptographic Applications,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20Design%20of%20Reliable%20True%20Random%20Number%20Generator%20for%20Cryptographic%20Applications%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22True%20Random%20Number%20Generator%20Embedded%20in%20Reconfigurable%20Hardware%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22True%20Random%20Number%20Generator%20Embedded%20in%20Reconfigurable%20Hardware%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22True%20Random%20Number%20Generator%20Embedded%20in%20Reconfigurable%20Hardware%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,dblp,search_url_only,https://dblp.org/search?q=%22True%20Random%20Number%20Generator%20Embedded%20in%20Reconfigurable%20Hardware%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22True%20Random%20Number%20Generator%20Embedded%20in%20Reconfigurable%20Hardware%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,researchgate,public_fulltext_but_copyright_unclear,https://www.researchgate.net/publication/221291959_True_Random_Number_Generator_Embedded_in_Reconfigurable_Hardware,ResearchGate page says PDF/full-text available; Springer chapter copyright unclear.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,iacr_cryptodb,can_try_browser,https://www.iacr.org/cryptodb/data/paper.php?pubkey=688,IACR CryptoDB record; no direct PDF confirmed.
10.1007/3-540-36400-5_30,CHES,2002,True Random Number Generator Embedded in Reconfigurable Hardware,repository_pdf,manual_review_required,https://citeseerx.ist.psu.edu/document?doi=e21501f2ea8164f769006d9b70c30ab10b5149b3&repid=rep1&type=pdf,CiteSeer PDF-like result found; manual copyright/source review required before downloading.
10.1007/978-3-540-45238-6_13,CHES,2003,Design and Implementation of a True Random Number Generator Based on Digital Circuit Artifacts,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22Design%20and%20Implementation%20of%20a%20True%20Random%20Number%20Generator%20Based%20on%20Digital%20Circuit%20Artifacts%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_13,CHES,2003,Design and Implementation of a True Random Number Generator Based on Digital Circuit Artifacts,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22Design%20and%20Implementation%20of%20a%20True%20Random%20Number%20Generator%20Based%20on%20Digital%20Circuit%20Artifacts%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_13,CHES,2003,Design and Implementation of a True Random Number Generator Based on Digital Circuit Artifacts,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22Design%20and%20Implementation%20of%20a%20True%20Random%20Number%20Generator%20Based%20on%20Digital%20Circuit%20Artifacts%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_13,CHES,2003,Design and Implementation of a True Random Number Generator Based on Digital Circuit Artifacts,dblp,search_url_only,https://dblp.org/search?q=%22Design%20and%20Implementation%20of%20a%20True%20Random%20Number%20Generator%20Based%20on%20Digital%20Circuit%20Artifacts%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_13,CHES,2003,Design and Implementation of a True Random Number Generator Based on Digital Circuit Artifacts,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22Design%20and%20Implementation%20of%20a%20True%20Random%20Number%20Generator%20Based%20on%20Digital%20Circuit%20Artifacts%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_14,CHES,2003,True Random Number Generators Secure in a Changing Environment,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22True%20Random%20Number%20Generators%20Secure%20in%20a%20Changing%20Environment%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_14,CHES,2003,True Random Number Generators Secure in a Changing Environment,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22True%20Random%20Number%20Generators%20Secure%20in%20a%20Changing%20Environment%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_14,CHES,2003,True Random Number Generators Secure in a Changing Environment,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22True%20Random%20Number%20Generators%20Secure%20in%20a%20Changing%20Environment%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_14,CHES,2003,True Random Number Generators Secure in a Changing Environment,dblp,search_url_only,https://dblp.org/search?q=%22True%20Random%20Number%20Generators%20Secure%20in%20a%20Changing%20Environment%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-45238-6_14,CHES,2003,True Random Number Generators Secure in a Changing Environment,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22True%20Random%20Number%20Generators%20Secure%20in%20a%20Changing%20Environment%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-28632-5_20,CHES,2004,An Offset-Compensated Oscillator-Based Random Bit Source for Security Applications,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22An%20Offset-Compensated%20Oscillator-Based%20Random%20Bit%20Source%20for%20Security%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-28632-5_20,CHES,2004,An Offset-Compensated Oscillator-Based Random Bit Source for Security Applications,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22An%20Offset-Compensated%20Oscillator-Based%20Random%20Bit%20Source%20for%20Security%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-28632-5_20,CHES,2004,An Offset-Compensated Oscillator-Based Random Bit Source for Security Applications,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22An%20Offset-Compensated%20Oscillator-Based%20Random%20Bit%20Source%20for%20Security%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-28632-5_20,CHES,2004,An Offset-Compensated Oscillator-Based Random Bit Source for Security Applications,dblp,search_url_only,https://dblp.org/search?q=%22An%20Offset-Compensated%20Oscillator-Based%20Random%20Bit%20Source%20for%20Security%20Applications%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-28632-5_20,CHES,2004,An Offset-Compensated Oscillator-Based Random Bit Source for Security Applications,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22An%20Offset-Compensated%20Oscillator-Based%20Random%20Bit%20Source%20for%20Security%20Applications%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1007/978-3-540-74735-2_4,CHES,2007,High-Speed True Random Number Generation with Logic Gates Only,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22High-Speed%20True%20Random%20Number%20Generation%20with%20Logic%20Gates%20Only%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
